Time(s),CH1V,CH2V,CH3V,CH4V
-2.500000e-07,1.513333e-02,2.006667e-02,-1.120000e-03,7.333334e-05
-2.495000e-07,1.220000e-02,1.660000e-02,4.933333e-03,-2.866667e-04
-2.490000e-07,1.013333e-02,1.966667e-02,6.666667e-03,2.000000e-05
-2.485000e-07,9.466667e-03,2.340000e-02,1.813333e-03,6.000000e-05
-2.480000e-07,1.113333e-02,2.680000e-02,-3.146667e-03,-1.800000e-04
-2.475000e-07,1.526667e-02,3.313334e-02,-3.600000e-03,1.800000e-04
-2.470000e-07,2.013333e-02,3.833333e-02,-8.800000e-04,1.086667e-03
-2.465000e-07,2.360000e-02,3.333334e-02,2.053333e-03,1.413333e-03
-2.460000e-07,2.426667e-02,2.146667e-02,3.600000e-03,7.533333e-04
-2.455000e-07,2.040000e-02,1.606667e-02,2.853333e-03,-2.266667e-04
-2.450000e-07,1.220000e-02,2.106667e-02,1.600000e-04,-6.133333e-04
-2.445000e-07,5.733334e-03,2.860000e-02,-3.093333e-03,-8.000000e-05
-2.440000e-07,7.666667e-03,3.373333e-02,-5.093333e-03,1.113333e-03
-2.435000e-07,1.513333e-02,3.873333e-02,-5.093333e-03,2.233333e-03
-2.430000e-07,1.846667e-02,4.180000e-02,-3.013333e-03,2.713333e-03
-2.425000e-07,1.680000e-02,3.733333e-02,7.200000e-04,2.406667e-03
-2.420000e-07,1.780000e-02,2.680000e-02,5.386667e-03,1.546667e-03
-2.415000e-07,2.066667e-02,1.800000e-02,8.506667e-03,5.666667e-04
-2.410000e-07,1.693333e-02,1.493333e-02,7.573333e-03,6.000000e-05
-2.405000e-07,9.200000e-03,1.580000e-02,3.200000e-03,3.466667e-04
-2.400000e-07,9.333333e-03,1.966667e-02,-1.173333e-03,9.866667e-04
-2.395000e-07,1.820000e-02,2.680000e-02,-2.960000e-03,1.153333e-03
-2.390000e-07,2.413333e-02,3.413333e-02,-2.320000e-03,7.266667e-04
-2.385000e-07,2.106667e-02,3.653333e-02,7.200000e-04,2.666667e-04
-2.380000e-07,1.433333e-02,3.146667e-02,5.440000e-03,1.200000e-04
-2.375000e-07,1.026667e-02,2.300000e-02,6.906667e-03,1.200000e-04
-2.370000e-07,1.086667e-02,1.840000e-02,8.000000e-05,1.200000e-04
-2.365000e-07,1.446667e-02,2.300000e-02,-9.146667e-03,1.466667e-04
-2.360000e-07,1.846667e-02,3.313334e-02,-9.413334e-03,4.200000e-04
-2.355000e-07,2.013333e-02,3.940000e-02,-1.573333e-03,1.013333e-03
