Time(s),CH1V,CH2V,CH3V,CH4V
-2.500000e-07,1.113333e-02,2.160000e-02,-1.120000e-03,-4.266667e-04
-2.495000e-07,1.153333e-02,2.206667e-02,-3.546667e-03,-9.000000e-04
-2.490000e-07,1.206667e-02,2.526667e-02,-6.026667e-03,-1.020000e-03
-2.485000e-07,1.373333e-02,2.900000e-02,-7.280000e-03,-8.466667e-04
-2.480000e-07,1.720000e-02,3.080000e-02,-6.533333e-03,-5.266666e-04
-2.475000e-07,2.206667e-02,2.900000e-02,-3.946667e-03,-2.133333e-04
-2.470000e-07,2.633333e-02,2.413333e-02,-8.266667e-04,2.000000e-05
-2.465000e-07,2.860000e-02,1.813333e-02,1.253333e-03,1.200000e-04
-2.460000e-07,2.786667e-02,1.413333e-02,1.360000e-03,1.200000e-04
-2.455000e-07,2.453333e-02,1.440000e-02,-6.133333e-04,9.333334e-05
-2.450000e-07,2.000000e-02,1.873333e-02,-3.760000e-03,7.333334e-05
-2.445000e-07,1.626667e-02,2.440000e-02,-6.720000e-03,1.066667e-04
-2.440000e-07,1.500000e-02,2.860000e-02,-8.026667e-03,1.600000e-04
-2.435000e-07,1.653333e-02,2.900000e-02,-7.333333e-03,2.800000e-04
-2.430000e-07,1.926667e-02,2.553333e-02,-4.933333e-03,4.200000e-04
-2.425000e-07,2.153333e-02,2.040000e-02,-1.813333e-03,5.800000e-04
-2.420000e-07,2.193333e-02,1.646667e-02,1.120000e-03,7.266667e-04
-2.415000e-07,2.026667e-02,1.633333e-02,3.200000e-03,8.400000e-04
-2.410000e-07,1.733333e-02,1.993333e-02,3.946667e-03,8.800000e-04
-2.405000e-07,1.486667e-02,2.480000e-02,3.493333e-03,8.133333e-04
-2.400000e-07,1.400000e-02,2.786667e-02,2.293333e-03,5.933333e-04
-2.395000e-07,1.513333e-02,2.733333e-02,7.733333e-04,2.800000e-04
-2.390000e-07,1.706667e-02,2.300000e-02,-6.133333e-04,-4.000000e-05
-2.385000e-07,1.846667e-02,1.673333e-02,-1.466667e-03,-2.533333e-04
-2.380000e-07,1.846667e-02,1.160000e-02,-1.626667e-03,-2.400000e-04
-2.375000e-07,1.693333e-02,1.020000e-02,-1.226667e-03,4.666667e-05
-2.370000e-07,1.486667e-02,1.313333e-02,-9.600000e-04,5.200000e-04
-2.365000e-07,1.320000e-02,1.853333e-02,-1.173333e-03,1.000000e-03
-2.360000e-07,1.333333e-02,2.400000e-02,-2.266667e-03,1.240000e-03
-2.355000e-07,1.526667e-02,2.720000e-02,-4.106666e-03,1.186667e-03
-2.350000e-07,1.760000e-02,2.773333e-02,-6.240000e-03,8.666667e-04
-2.345000e-07,1.940000e-02,2.593333e-02,-8.026667e-03,5.200000e-04
-2.340000e-07,1.973333e-02,2.340000e-02,-8.800000e-03,3.800000e-04
-2.335000e-07,1.846667e-02,2.206667e-02,-8.266667e-03,6.266666e-04
-2.330000e-07,1.666667e-02,2.220000e-02,-6.826667e-03,1.186667e-03
-2.325000e-07,1.526667e-02,2.273333e-02,-4.933333e-03,1.820000e-03
-2.320000e-07,1.566667e-02,2.286667e-02,-3.093333e-03,2.166667e-03
-2.315000e-07,1.760000e-02,2.206667e-02,-1.813333e-03,2.046667e-03
-2.310000e-07,2.013333e-02,2.006667e-02,-1.626667e-03,1.460000e-03
-2.305000e-07,2.166667e-02,1.826667e-02,-2.613333e-03,6.066667e-04
-2.300000e-07,2.166667e-02,1.760000e-02,-4.453333e-03,-1.266667e-04
-2.295000e-07,2.000000e-02,1.926667e-02,-6.480000e-03,-4.866667e-04
-2.290000e-07,1.693333e-02,2.286667e-02,-7.866667e-03,-3.866667e-04
-2.285000e-07,1.400000e-02,2.706667e-02,-7.866667e-03,-2.666667e-05
-2.280000e-07,1.253333e-02,2.980000e-02,-6.080000e-03,3.333333e-04
-2.275000e-07,1.266667e-02,3.040000e-02,-2.853333e-03,4.933333e-04
-2.270000e-07,1.386667e-02,2.860000e-02,7.733333e-04,4.066667e-04
-2.265000e-07,1.553333e-02,2.553333e-02,3.546667e-03,2.466667e-04
-2.260000e-07,1.706667e-02,2.246667e-02,4.693334e-03,2.200000e-04
-2.255000e-07,1.806667e-02,2.106667e-02,3.946667e-03,5.200000e-04
-2.250000e-07,1.820000e-02,2.173333e-02,1.653333e-03,1.100000e-03
-2.245000e-07,1.780000e-02,2.386667e-02,-1.226667e-03,1.733333e-03
-2.240000e-07,1.733333e-02,2.606667e-02,-3.653333e-03,2.133333e-03
-2.235000e-07,1.693333e-02,2.773333e-02,-5.040000e-03,2.106667e-03
-2.230000e-07,1.653333e-02,2.826667e-02,-5.280000e-03,1.660000e-03
-2.225000e-07,1.566667e-02,2.760000e-02,-4.533333e-03,1.000000e-03
-2.220000e-07,1.486667e-02,2.646667e-02,-3.253333e-03,4.066667e-04
-2.215000e-07,1.413333e-02,2.553333e-02,-1.866667e-03,1.200000e-04
-2.210000e-07,1.386667e-02,2.526667e-02,-8.800000e-04,1.933333e-04
-2.205000e-07,1.446667e-02,2.513333e-02,-6.133333e-04,4.533333e-04
-2.200000e-07,1.640000e-02,2.493333e-02,-9.600000e-04,6.533333e-04
-2.195000e-07,1.900000e-02,2.466667e-02,-1.813333e-03,6.400000e-04
-2.190000e-07,2.153333e-02,2.426667e-02,-2.906667e-03,3.933333e-04
-2.185000e-07,2.286667e-02,2.386667e-02,-3.706667e-03,7.333334e-05
-2.180000e-07,2.273333e-02,2.360000e-02,-3.946667e-03,-6.666667e-05
