Time(s),CH1V,CH2V,CH3V,CH4V
-2.500000e-07,2.693333e-02,2.493333e-02,-2.666667e-04,8.533333e-04
-2.495000e-07,2.180000e-02,2.493333e-02,-2.800000e-03,7.066667e-04
-2.490000e-07,1.580000e-02,2.606667e-02,-5.440000e-03,5.533333e-04
-2.485000e-07,1.113333e-02,2.720000e-02,-7.013333e-03,3.466667e-04
-2.480000e-07,9.200000e-03,2.746667e-02,-6.880000e-03,1.800000e-04
-2.475000e-07,1.040000e-02,2.620000e-02,-5.200000e-03,4.666667e-05
-2.470000e-07,1.320000e-02,2.386667e-02,-3.253333e-03,2.000000e-05
-2.465000e-07,1.566667e-02,2.106667e-02,-2.400000e-03,1.066667e-04
-2.460000e-07,1.666667e-02,1.940000e-02,-3.200000e-03,3.066667e-04
-2.455000e-07,1.553333e-02,1.966667e-02,-5.546667e-03,6.066667e-04
-2.450000e-07,1.306667e-02,2.206667e-02,-8.160000e-03,9.666667e-04
-2.445000e-07,1.053333e-02,2.526667e-02,-9.306666e-03,1.240000e-03
-2.440000e-07,9.333333e-03,2.760000e-02,-8.026667e-03,1.373333e-03
-2.435000e-07,1.000000e-02,2.826667e-02,-4.400000e-03,1.313333e-03
-2.430000e-07,1.166667e-02,2.746667e-02,8.000000e-05,1.126667e-03
-2.425000e-07,1.346667e-02,2.593333e-02,3.493333e-03,9.133333e-04
-2.420000e-07,1.473333e-02,2.480000e-02,4.533333e-03,7.800000e-04
-2.415000e-07,1.513333e-02,2.540000e-02,2.853333e-03,8.400000e-04
-2.410000e-07,1.500000e-02,2.760000e-02,-6.666667e-04,1.026667e-03
-2.405000e-07,1.500000e-02,3.013333e-02,-4.346667e-03,1.153333e-03
-2.400000e-07,1.580000e-02,3.146667e-02,-6.773334e-03,1.066667e-03
-2.395000e-07,1.760000e-02,3.093333e-02,-7.466667e-03,6.800000e-04
-2.390000e-07,1.913333e-02,2.860000e-02,-6.880000e-03,6.000000e-05
-2.385000e-07,1.986667e-02,2.526667e-02,-6.026667e-03,-5.600000e-04
-2.380000e-07,1.926667e-02,2.233333e-02,-5.733334e-03,-9.200000e-04
-2.375000e-07,1.760000e-02,2.120000e-02,-6.080000e-03,-8.333334e-04
-2.370000e-07,1.553333e-02,2.233333e-02,-6.666667e-03,-3.000000e-04
-2.365000e-07,1.433333e-02,2.466667e-02,-6.720000e-03,4.200000e-04
-2.360000e-07,1.446667e-02,2.720000e-02,-5.440000e-03,1.053333e-03
-2.355000e-07,1.613333e-02,2.886667e-02,-2.906667e-03,1.360000e-03
-2.350000e-07,1.793333e-02,2.900000e-02,2.133333e-04,1.286667e-03
-2.345000e-07,1.873333e-02,2.773333e-02,2.906667e-03,9.866667e-04
-2.340000e-07,1.806667e-02,2.580000e-02,4.533333e-03,6.533333e-04
-2.335000e-07,1.566667e-02,2.400000e-02,4.826667e-03,5.400000e-04
-2.330000e-07,1.266667e-02,2.246667e-02,3.893333e-03,6.533333e-04
-2.325000e-07,1.026667e-02,2.133333e-02,2.346667e-03,8.666667e-04
-2.320000e-07,9.733333e-03,1.993333e-02,8.533333e-04,1.026667e-03
-2.315000e-07,1.086667e-02,1.853333e-02,-4.266667e-04,9.533333e-04
-2.310000e-07,1.253333e-02,1.773333e-02,-1.760000e-03,6.800000e-04
-2.305000e-07,1.333333e-02,1.800000e-02,-3.413333e-03,3.066667e-04
-2.300000e-07,1.233333e-02,1.980000e-02,-5.440000e-03,3.333333e-05
-2.295000e-07,1.000000e-02,2.360000e-02,-7.413333e-03,6.666667e-06
-2.290000e-07,7.066667e-03,2.826667e-02,-8.720000e-03,2.200000e-04
-2.285000e-07,5.266667e-03,3.193333e-02,-8.720000e-03,5.066667e-04
-2.280000e-07,5.866667e-03,3.246667e-02,-7.066667e-03,6.666667e-04
-2.275000e-07,8.466667e-03,2.966667e-02,-4.106666e-03,6.266666e-04
-2.270000e-07,1.153333e-02,2.413333e-02,-1.226667e-03,3.666667e-04
-2.265000e-07,1.306667e-02,1.826667e-02,5.066667e-04,6.000000e-05
-2.260000e-07,1.233333e-02,1.493333e-02,3.733333e-04,-6.666667e-05
-2.255000e-07,9.733333e-03,1.580000e-02,-1.466667e-03,1.333333e-04
-2.250000e-07,6.800000e-03,2.053333e-02,-4.000000e-03,6.266666e-04
-2.245000e-07,5.733334e-03,2.606667e-02,-5.973333e-03,1.213333e-03
-2.240000e-07,8.066666e-03,2.926667e-02,-6.026667e-03,1.633333e-03
-2.235000e-07,1.333333e-02,2.813333e-02,-4.186667e-03,1.706667e-03
-2.230000e-07,1.940000e-02,2.300000e-02,-1.173333e-03,1.400000e-03
-2.225000e-07,2.346667e-02,1.633333e-02,1.813333e-03,8.666667e-04
-2.220000e-07,2.373333e-02,1.186667e-02,3.786667e-03,3.066667e-04
-2.215000e-07,2.026667e-02,1.246667e-02,4.426667e-03,-4.000000e-05
-2.210000e-07,1.433333e-02,1.840000e-02,3.733333e-03,-1.266667e-04
-2.205000e-07,8.466667e-03,2.693333e-02,2.560000e-03,-1.333333e-05
-2.200000e-07,5.133334e-03,3.453333e-02,1.653333e-03,1.466667e-04
-2.195000e-07,5.266667e-03,3.846667e-02,1.306667e-03,2.666667e-04
-2.190000e-07,7.933334e-03,3.786667e-02,1.306667e-03,2.933333e-04
-2.185000e-07,1.140000e-02,3.413333e-02,1.253333e-03,3.333333e-04
-2.180000e-07,1.446667e-02,2.966667e-02,9.066667e-04,5.066667e-04
-2.175000e-07,1.593333e-02,2.720000e-02,8.000000e-05,9.000000e-04
-2.170000e-07,1.640000e-02,2.720000e-02,-1.360000e-03,1.413333e-03
-2.165000e-07,1.626667e-02,2.826667e-02,-3.093333e-03,1.873333e-03
-2.160000e-07,1.666667e-02,2.873333e-02,-4.746667e-03,2.093333e-03
-2.155000e-07,1.780000e-02,2.706667e-02,-6.080000e-03,1.933333e-03
-2.150000e-07,1.873333e-02,2.313333e-02,-6.880000e-03,1.500000e-03
-2.145000e-07,1.886667e-02,1.840000e-02,-7.013333e-03,1.000000e-03
-2.140000e-07,1.806667e-02,1.453333e-02,-6.240000e-03,6.933333e-04
-2.135000e-07,1.653333e-02,1.353333e-02,-4.986667e-03,7.666667e-04
-2.130000e-07,1.486667e-02,1.566667e-02,-3.706667e-03,1.173333e-03
-2.125000e-07,1.400000e-02,1.940000e-02,-2.800000e-03,1.646667e-03
-2.120000e-07,1.473333e-02,2.326667e-02,-2.453333e-03,1.873333e-03
-2.115000e-07,1.653333e-02,2.593333e-02,-2.453333e-03,1.660000e-03
-2.110000e-07,1.833333e-02,2.693333e-02,-2.453333e-03,1.053333e-03
-2.105000e-07,1.900000e-02,2.646667e-02,-1.813333e-03,3.066667e-04
-2.100000e-07,1.780000e-02,2.593333e-02,-2.666667e-04,-2.533333e-04
-2.095000e-07,1.500000e-02,2.620000e-02,2.000000e-03,-3.400000e-04
-2.090000e-07,1.140000e-02,2.733333e-02,4.133333e-03,6.000000e-05
-2.085000e-07,8.333334e-03,2.826667e-02,5.226667e-03,6.933333e-04
-2.080000e-07,7.266667e-03,2.786667e-02,4.933333e-03,1.226667e-03
-2.075000e-07,8.466667e-03,2.580000e-02,3.200000e-03,1.400000e-03
-2.070000e-07,1.113333e-02,2.273333e-02,5.600000e-04,1.186667e-03
-2.065000e-07,1.400000e-02,1.980000e-02,-2.053333e-03,7.266667e-04
