Time(s),CH1V,CH2V,CH3V,CH4V
-2.500000e-07,1.346667e-02,2.760000e-02,-3.253333e-03,1.993333e-03
-2.495000e-07,1.613333e-02,3.286667e-02,-4.000000e-03,2.826667e-03
-2.490000e-07,1.886667e-02,3.313334e-02,-3.253333e-03,2.593333e-03
-2.485000e-07,1.940000e-02,2.680000e-02,-4.800000e-04,1.706667e-03
-2.480000e-07,1.793333e-02,1.953333e-02,4.080000e-03,6.800000e-04
-2.475000e-07,1.566667e-02,1.940000e-02,6.906667e-03,-1.400000e-04
-2.470000e-07,1.320000e-02,2.340000e-02,4.293333e-03,-4.533333e-04
-2.465000e-07,1.040000e-02,2.273333e-02,-1.226667e-03,-5.333333e-05
-2.460000e-07,7.400000e-03,1.993333e-02,-3.146667e-03,8.266667e-04
-2.455000e-07,6.533334e-03,2.633333e-02,-5.333333e-04,1.600000e-03
-2.450000e-07,1.000000e-02,3.720000e-02,1.306667e-03,1.686667e-03
-2.445000e-07,1.433333e-02,3.513333e-02,7.733333e-04,9.133333e-04
-2.440000e-07,1.293333e-02,2.066667e-02,1.253333e-03,-2.666667e-05
-2.435000e-07,8.333334e-03,1.313333e-02,1.946667e-03,-1.800000e-04
-2.430000e-07,9.200000e-03,1.873333e-02,-1.626667e-03,3.933333e-04
-2.425000e-07,1.486667e-02,2.593333e-02,-6.826667e-03,8.800000e-04
-2.420000e-07,1.680000e-02,2.860000e-02,-6.320000e-03,1.000000e-03
-2.415000e-07,1.400000e-02,3.093333e-02,-1.013333e-03,1.153333e-03
-2.410000e-07,1.413333e-02,3.400000e-02,9.600000e-04,1.500000e-03
-2.405000e-07,1.940000e-02,3.246667e-02,-1.173333e-03,1.620000e-03
-2.400000e-07,2.373333e-02,2.646667e-02,-5.333333e-04,1.300000e-03
-2.395000e-07,2.140000e-02,2.246667e-02,3.440000e-03,7.800000e-04
-2.390000e-07,1.320000e-02,2.286667e-02,3.946667e-03,5.200000e-04
-2.385000e-07,5.133334e-03,2.513333e-02,2.666667e-04,7.666667e-04
-2.380000e-07,3.666667e-03,2.826667e-02,-1.360000e-03,1.460000e-03
-2.375000e-07,9.333333e-03,3.313334e-02,8.000000e-05,2.166667e-03
-2.370000e-07,1.693333e-02,3.580000e-02,-3.200000e-04,2.366667e-03
-2.365000e-07,2.080000e-02,2.980000e-02,-2.053333e-03,1.846667e-03
-2.360000e-07,2.026667e-02,1.840000e-02,2.666667e-04,9.133333e-04
-2.355000e-07,1.706667e-02,1.160000e-02,5.280000e-03,1.200000e-04
-2.350000e-07,1.413333e-02,1.300000e-02,5.573333e-03,-1.533333e-04
-2.345000e-07,1.153333e-02,1.720000e-02,7.200000e-04,2.000000e-05
-2.340000e-07,8.333334e-03,2.173333e-02,-2.746667e-03,4.333333e-04
-2.335000e-07,7.266667e-03,2.900000e-02,-2.560000e-03,9.400000e-04
-2.330000e-07,1.220000e-02,3.553334e-02,-2.800000e-03,1.313333e-03
-2.325000e-07,2.206667e-02,3.440000e-02,-3.600000e-03,1.360000e-03
-2.320000e-07,2.953333e-02,2.646667e-02,-1.226667e-03,1.040000e-03
-2.315000e-07,2.860000e-02,2.066667e-02,2.800000e-03,5.800000e-04
-2.310000e-07,1.886667e-02,2.120000e-02,2.800000e-03,3.200000e-04
-2.305000e-07,9.200000e-03,2.466667e-02,-1.626667e-03,4.933333e-04
-2.300000e-07,9.200000e-03,2.846667e-02,-5.093333e-03,1.053333e-03
-2.295000e-07,1.733333e-02,3.273333e-02,-4.106666e-03,1.673333e-03
-2.290000e-07,2.286667e-02,3.440000e-02,-6.133333e-04,1.933333e-03
-2.285000e-07,2.106667e-02,2.940000e-02,2.800000e-03,1.633333e-03
-2.280000e-07,1.693333e-02,2.106667e-02,4.640000e-03,9.866667e-04
-2.275000e-07,1.540000e-02,1.773333e-02,3.786667e-03,4.800000e-04
-2.270000e-07,1.593333e-02,2.080000e-02,-2.666667e-05,3.200000e-04
-2.265000e-07,1.780000e-02,2.440000e-02,-3.546667e-03,4.066667e-04
-2.260000e-07,2.013333e-02,2.773333e-02,-2.960000e-03,5.800000e-04
-2.255000e-07,2.193333e-02,3.440000e-02,-1.333333e-04,7.800000e-04
-2.250000e-07,2.193333e-02,3.973334e-02,-3.733333e-04,8.266667e-04
-2.245000e-07,2.013333e-02,3.400000e-02,-3.093333e-03,4.666667e-04
