Time(s),CH1V,CH2V,CH3V
-2.180000e-07,5.746667e-03,7.653333e-03,5.600000e-04
-2.170000e-07,5.266667e-03,8.600000e-03,1.013333e-03
-2.160000e-07,4.093333e-03,5.760000e-03,-2.213333e-03
-2.150000e-07,4.093333e-03,5.053333e-03,2.400000e-03
-2.140000e-07,4.093333e-03,7.653333e-03,1.013333e-03
-2.130000e-07,5.746667e-03,8.133333e-03,-3.733333e-04
-2.120000e-07,3.613333e-03,4.106666e-03,5.626667e-03
-2.110000e-07,4.320000e-03,4.346667e-03,8.000000e-05
-2.100000e-07,3.373333e-03,6.946667e-03,4.693334e-03
-2.090000e-07,5.506667e-03,7.893333e-03,4.693334e-03
-2.080000e-07,4.320000e-03,4.573334e-03,1.024000e-02
-2.070000e-07,5.040000e-03,6.000000e-03,8.000000e-05
-2.060000e-07,5.506667e-03,7.653333e-03,8.000000e-05
-2.050000e-07,6.453333e-03,8.840000e-03,-3.733333e-04
-2.040000e-07,4.320000e-03,6.000000e-03,5.626667e-03
-2.030000e-07,5.266667e-03,5.520000e-03,-3.733333e-04
-2.020000e-07,5.506667e-03,5.520000e-03,1.013333e-03
-2.010000e-07,5.040000e-03,9.546666e-03,-8.266667e-04
-2.000000e-07,4.560000e-03,3.386667e-03,5.626667e-03
-1.990000e-07,5.266667e-03,4.346667e-03,-3.600000e-03
-1.980000e-07,5.746667e-03,6.706667e-03,7.920000e-03
-1.970000e-07,5.266667e-03,1.002667e-02,8.400000e-03
-1.960000e-07,3.613333e-03,4.106666e-03,5.626667e-03
-1.950000e-07,4.093333e-03,5.520000e-03,-8.266667e-04
-1.940000e-07,6.213333e-03,6.466667e-03,-5.920000e-03
-1.930000e-07,5.506667e-03,9.080000e-03,4.240000e-03
-1.920000e-07,4.800000e-03,4.573334e-03,2.400000e-03
-1.910000e-07,5.266667e-03,5.293333e-03,1.013333e-03
-1.900000e-07,4.320000e-03,7.186667e-03,-3.733333e-04
-1.890000e-07,5.506667e-03,1.002667e-02,6.080000e-03
-1.880000e-07,4.093333e-03,5.520000e-03,9.306666e-03
-1.870000e-07,5.266667e-03,6.466667e-03,5.173333e-03
-1.860000e-07,5.266667e-03,7.426667e-03,3.786667e-03
-1.850000e-07,7.400000e-03,7.186667e-03,2.400000e-03
-1.840000e-07,5.040000e-03,5.520000e-03,3.786667e-03
-1.830000e-07,5.266667e-03,6.000000e-03,8.000000e-05
-1.820000e-07,4.320000e-03,6.706667e-03,1.466667e-03
-1.810000e-07,4.800000e-03,9.546666e-03,8.000000e-05
-1.800000e-07,4.560000e-03,6.000000e-03,5.626667e-03
-1.790000e-07,4.093333e-03,6.946667e-03,4.693334e-03
-1.780000e-07,5.506667e-03,7.893333e-03,4.693334e-03
-1.770000e-07,6.693333e-03,9.546666e-03,1.013333e-03
-1.760000e-07,4.320000e-03,4.573334e-03,1.920000e-03
-1.750000e-07,3.373333e-03,5.293333e-03,-2.213333e-03
-1.740000e-07,6.453333e-03,7.426667e-03,8.000000e-05
-1.730000e-07,6.693333e-03,8.373333e-03,7.013333e-03
-1.720000e-07,3.853333e-03,5.293333e-03,4.240000e-03
-1.710000e-07,3.613333e-03,4.813334e-03,1.920000e-03
-1.700000e-07,4.093333e-03,7.653333e-03,1.466667e-03
-1.690000e-07,5.266667e-03,8.600000e-03,1.466667e-03
-1.680000e-07,4.560000e-03,4.813334e-03,4.240000e-03
-1.670000e-07,4.560000e-03,6.000000e-03,1.013333e-03
-1.660000e-07,4.800000e-03,6.466667e-03,4.693334e-03
-1.650000e-07,7.160000e-03,9.080000e-03,-3.600000e-03
-1.640000e-07,5.746667e-03,5.293333e-03,5.626667e-03
-1.630000e-07,4.800000e-03,5.053333e-03,1.013333e-03
-1.620000e-07,4.320000e-03,7.893333e-03,-3.733333e-04
-1.610000e-07,5.266667e-03,9.320000e-03,1.920000e-03
-1.600000e-07,3.853333e-03,6.706667e-03,6.080000e-03
-1.590000e-07,3.853333e-03,4.813334e-03,1.013333e-03
-1.580000e-07,5.506667e-03,6.946667e-03,1.013333e-03
-1.570000e-07,5.986667e-03,1.002667e-02,4.693334e-03
-1.560000e-07,4.800000e-03,4.573334e-03,3.786667e-03
-1.550000e-07,3.613333e-03,6.946667e-03,2.400000e-03
-1.540000e-07,4.320000e-03,7.893333e-03,-3.733333e-04
-1.530000e-07,5.506667e-03,8.373333e-03,4.693334e-03
-1.520000e-07,4.093333e-03,5.053333e-03,5.626667e-03
-1.510000e-07,4.320000e-03,6.466667e-03,3.786667e-03
-1.500000e-07,5.266667e-03,7.893333e-03,1.920000e-03
-1.490000e-07,5.506667e-03,8.373333e-03,-8.266667e-04
-1.480000e-07,4.093333e-03,4.573334e-03,2.400000e-03
-1.470000e-07,3.853333e-03,5.053333e-03,1.013333e-03
-1.460000e-07,4.320000e-03,7.186667e-03,-3.146667e-03
-1.450000e-07,5.986667e-03,7.893333e-03,8.000000e-05
-1.440000e-07,3.853333e-03,5.053333e-03,9.306666e-03
-1.430000e-07,5.986667e-03,5.760000e-03,1.013333e-03
-1.420000e-07,5.266667e-03,6.240000e-03,3.306667e-03
-1.410000e-07,5.506667e-03,9.320000e-03,7.013333e-03
-1.400000e-07,4.320000e-03,6.000000e-03,8.000000e-05
-1.390000e-07,5.266667e-03,6.466667e-03,1.920000e-03
-1.380000e-07,4.320000e-03,8.600000e-03,-3.600000e-03
-1.370000e-07,5.506667e-03,8.840000e-03,2.400000e-03
-1.360000e-07,4.093333e-03,5.520000e-03,6.533333e-03
-1.350000e-07,5.506667e-03,6.466667e-03,8.000000e-05
-1.340000e-07,6.213333e-03,7.186667e-03,-2.213333e-03
-1.330000e-07,6.453333e-03,9.320000e-03,5.626667e-03
-1.320000e-07,3.853333e-03,5.053333e-03,4.240000e-03
-1.310000e-07,4.320000e-03,5.520000e-03,-8.266667e-04
-1.300000e-07,4.800000e-03,7.653333e-03,5.600000e-04
-1.290000e-07,4.093333e-03,8.373333e-03,1.920000e-03
-1.280000e-07,4.320000e-03,5.520000e-03,9.306666e-03
-1.270000e-07,4.800000e-03,5.053333e-03,8.000000e-05
