Time(s),CH1V,CH2V,CH3V,CH4V
-2.500000e-07,1.666667e-03,2.220000e-02,-7.514133e-01,1.860000e-03
-2.495000e-07,7.333333e-04,2.480000e-02,-7.528533e-01,1.706667e-03
-2.490000e-07,-9.333334e-04,2.566667e-02,-7.540000e-01,1.213333e-03
-2.485000e-07,-3.266667e-03,2.480000e-02,-7.546933e-01,6.266666e-04
-2.480000e-07,-6.066667e-03,2.313333e-02,-7.548000e-01,1.933333e-04
-2.475000e-07,-8.133333e-03,2.233333e-02,-7.544534e-01,1.200000e-04
-2.470000e-07,-9.266667e-03,2.246667e-02,-7.540000e-01,4.533333e-04
-2.465000e-07,-8.266667e-03,2.326667e-02,-7.538133e-01,1.000000e-03
-2.460000e-07,-4.933333e-03,2.440000e-02,-7.540534e-01,1.533333e-03
-2.455000e-07,6.666667e-05,2.526667e-02,-7.548000e-01,1.820000e-03
-2.450000e-07,5.133334e-03,2.566667e-02,-7.556800e-01,1.806667e-03
-2.445000e-07,8.733333e-03,2.593333e-02,-7.564800e-01,1.533333e-03
-2.440000e-07,1.000000e-02,2.646667e-02,-7.566933e-01,1.173333e-03
-2.435000e-07,9.066666e-03,2.773333e-02,-7.563466e-01,9.000000e-04
-2.430000e-07,6.666667e-03,2.953333e-02,-7.556000e-01,7.800000e-04
-2.425000e-07,4.600000e-03,3.080000e-02,-7.547467e-01,7.800000e-04
-2.420000e-07,4.200000e-03,3.080000e-02,-7.540000e-01,7.933333e-04
-2.415000e-07,5.466667e-03,2.953333e-02,-7.535467e-01,7.800000e-04
-2.410000e-07,7.066667e-03,2.733333e-02,-7.534667e-01,7.066667e-04
-2.405000e-07,7.800000e-03,2.513333e-02,-7.539467e-01,6.400000e-04
-2.400000e-07,6.666667e-03,2.373333e-02,-7.548000e-01,6.400000e-04
-2.395000e-07,4.200000e-03,2.413333e-02,-7.558933e-01,7.533333e-04
-2.390000e-07,1.133333e-03,2.606667e-02,-7.568266e-01,9.400000e-04
-2.385000e-07,-4.000000e-04,2.786667e-02,-7.572266e-01,1.100000e-03
-2.380000e-07,7.333333e-04,2.786667e-02,-7.568800e-01,1.100000e-03
-2.375000e-07,4.200000e-03,2.566667e-02,-7.562400e-01,9.000000e-04
