Time(s),CH1V,CH2V,CH3V,CH4V
-2.920000e-07,2.466667e-03,3.466667e-03,-1.666667e-03,1.500000e-03
-2.915000e-07,2.866667e-03,3.600000e-03,-4.666667e-04,1.100000e-03
-2.910000e-07,3.866667e-03,3.533333e-03,-2.266667e-04,5.800000e-04
-2.905000e-07,4.733333e-03,2.933333e-03,-1.186667e-03,7.800000e-04
-2.900000e-07,4.533333e-03,2.066667e-03,-5.200000e-04,1.200000e-03
-2.895000e-07,3.066667e-03,1.800000e-03,1.560000e-03,5.533333e-04
-2.890000e-07,1.266667e-03,2.266667e-03,1.773333e-03,-6.466667e-04
-2.885000e-07,4.666667e-04,2.800000e-03,1.333333e-05,-4.866667e-04
-2.880000e-07,1.533333e-03,3.333333e-03,-4.666667e-04,1.000000e-03
-2.875000e-07,3.400000e-03,4.000000e-03,6.533333e-04,1.860000e-03
-2.870000e-07,4.333334e-03,4.333334e-03,7.866666e-04,1.346667e-03
-2.865000e-07,3.733333e-03,3.600000e-03,-1.200000e-04,5.933333e-04
-2.860000e-07,3.066667e-03,2.066667e-03,4.666667e-04,2.466667e-04
-2.855000e-07,2.933333e-03,1.200000e-03,1.986667e-03,-5.333333e-05
-2.850000e-07,2.800000e-03,1.266667e-03,1.293333e-03,-2.000000e-04
-2.845000e-07,2.733333e-03,1.533333e-03,-1.266667e-03,4.200000e-04
-2.840000e-07,3.266667e-03,1.800000e-03,-1.986667e-03,1.486667e-03
-2.835000e-07,4.333334e-03,2.533333e-03,-3.600000e-04,1.946667e-03
-2.830000e-07,5.066667e-03,3.333333e-03,4.933333e-04,1.460000e-03
-2.825000e-07,4.800000e-03,3.266667e-03,-2.533333e-04,6.400000e-04
-2.820000e-07,3.666667e-03,2.466667e-03,-4.400000e-04,2.066667e-04
-2.815000e-07,2.533333e-03,2.133333e-03,3.600000e-04,3.933333e-04
-2.810000e-07,2.066667e-03,2.466667e-03,3.600000e-04,7.533333e-04
-2.805000e-07,2.333333e-03,2.400000e-03,-5.466667e-04,7.400000e-04
-2.800000e-07,2.933333e-03,2.000000e-03,-5.733334e-04,5.200000e-04
-2.795000e-07,3.400000e-03,2.400000e-03,2.000000e-04,7.933333e-04
-2.790000e-07,3.800000e-03,3.200000e-03,9.333334e-05,1.500000e-03
-2.785000e-07,3.933333e-03,2.800000e-03,-6.266666e-04,1.746667e-03
-2.780000e-07,3.533333e-03,1.266667e-03,4.000000e-05,1.213333e-03
-2.775000e-07,2.666667e-03,2.666667e-04,1.693333e-03,4.333333e-04
-2.770000e-07,1.800000e-03,6.000000e-04,1.773333e-03,-4.000000e-05
-2.765000e-07,1.400000e-03,1.800000e-03,1.733333e-04,-8.000000e-05
-2.760000e-07,1.666667e-03,2.866667e-03,-8.133333e-04,2.800000e-04
-2.755000e-07,2.266667e-03,3.666667e-03,-5.733334e-04,9.133333e-04
-2.750000e-07,3.000000e-03,3.866667e-03,-6.800000e-04,1.473333e-03
-2.745000e-07,3.600000e-03,3.333333e-03,-1.053333e-03,1.633333e-03
-2.740000e-07,4.066667e-03,2.466667e-03,-1.333333e-05,1.360000e-03
-2.735000e-07,4.200000e-03,1.800000e-03,1.560000e-03,9.866667e-04
-2.730000e-07,3.800000e-03,1.600000e-03,9.733333e-04,9.000000e-04
-2.725000e-07,3.200000e-03,1.800000e-03,-1.106667e-03,1.286667e-03
-2.720000e-07,3.266667e-03,2.333333e-03,-1.346667e-03,1.820000e-03
-2.715000e-07,3.733333e-03,3.200000e-03,3.866667e-04,1.960000e-03
-2.710000e-07,3.733333e-03,3.533333e-03,9.733333e-04,1.620000e-03
-2.705000e-07,3.000000e-03,2.800000e-03,4.000000e-05,1.140000e-03
-2.700000e-07,2.400000e-03,1.533333e-03,2.800000e-04,5.400000e-04
-2.695000e-07,2.333333e-03,1.133333e-03,1.533333e-03,-3.533333e-04
-2.690000e-07,2.533333e-03,1.666667e-03,1.000000e-03,-1.006667e-03
-2.685000e-07,2.800000e-03,2.066667e-03,-9.733333e-04,-5.133333e-04
-2.680000e-07,3.066667e-03,2.066667e-03,-1.053333e-03,7.666667e-04
-2.675000e-07,3.533333e-03,2.533333e-03,6.000000e-04,1.486667e-03
-2.670000e-07,4.133333e-03,3.466667e-03,6.533333e-04,1.153333e-03
-2.665000e-07,4.800000e-03,3.800000e-03,-8.933333e-04,4.933333e-04
-2.660000e-07,5.066667e-03,3.000000e-03,-7.333333e-04,1.466667e-04
-2.655000e-07,4.600000e-03,1.866667e-03,1.133333e-03,1.466667e-04
-2.650000e-07,3.400000e-03,1.200000e-03,1.373333e-03,4.933333e-04
-2.645000e-07,2.533333e-03,1.333333e-03,-3.600000e-04,1.186667e-03
-2.640000e-07,3.066667e-03,2.066667e-03,-9.733333e-04,1.846667e-03
-2.635000e-07,4.066667e-03,3.000000e-03,4.000000e-05,1.873333e-03
-2.630000e-07,3.600000e-03,3.333333e-03,1.733333e-04,1.346667e-03
-2.625000e-07,2.133333e-03,2.600000e-03,-6.000000e-04,7.933333e-04
-2.620000e-07,1.800000e-03,1.400000e-03,6.666667e-05,5.533333e-04
-2.615000e-07,2.666667e-03,8.000000e-04,1.773333e-03,3.800000e-04
-2.610000e-07,2.733333e-03,1.266667e-03,1.586667e-03,2.333333e-04
-2.605000e-07,1.733333e-03,2.200000e-03,-3.600000e-04,3.066667e-04
-2.600000e-07,1.600000e-03,2.933333e-03,-9.466666e-04,6.800000e-04
-2.595000e-07,2.866667e-03,3.400000e-03,9.333334e-05,1.140000e-03
-2.590000e-07,4.133333e-03,3.400000e-03,6.666667e-05,1.326667e-03
-2.585000e-07,4.133333e-03,2.933333e-03,-8.666667e-04,1.086667e-03
-2.580000e-07,2.866667e-03,2.133333e-03,4.000000e-05,4.533333e-04
-2.575000e-07,1.533333e-03,1.666667e-03,2.146667e-03,-1.666667e-04
-2.570000e-07,1.266667e-03,1.533333e-03,1.880000e-03,-4.733333e-04
-2.565000e-07,2.000000e-03,1.733333e-03,-7.866666e-04,-3.266667e-04
-2.560000e-07,2.733333e-03,2.266667e-03,-2.120000e-03,3.800000e-04
-2.555000e-07,2.866667e-03,3.266667e-03,-1.106667e-03,1.533333e-03
-2.550000e-07,2.933333e-03,3.866667e-03,-3.066667e-04,2.393333e-03
-2.545000e-07,3.133333e-03,3.066667e-03,-5.466667e-04,2.133333e-03
-2.540000e-07,3.533333e-03,1.533333e-03,-2.000000e-04,1.000000e-03
-2.535000e-07,3.600000e-03,1.266667e-03,6.266666e-04,1.333333e-04
-2.530000e-07,3.066667e-03,2.400000e-03,-4.000000e-05,1.333333e-04
-2.525000e-07,2.466667e-03,3.133333e-03,-1.586667e-03,5.933333e-04
-2.520000e-07,2.600000e-03,3.066667e-03,-1.400000e-03,1.066667e-03
-2.515000e-07,3.333333e-03,3.333333e-03,2.000000e-04,1.400000e-03
-2.510000e-07,3.600000e-03,3.800000e-03,2.800000e-04,1.326667e-03
-2.505000e-07,3.066667e-03,3.133333e-03,-1.026667e-03,6.066667e-04
-2.500000e-07,2.800000e-03,1.600000e-03,-6.533333e-04,-2.666667e-04
-2.495000e-07,2.800000e-03,1.200000e-03,1.213333e-03,-4.133333e-04
-2.490000e-07,2.333333e-03,2.066667e-03,1.293333e-03,1.466667e-04
-2.485000e-07,1.733333e-03,2.266667e-03,-4.400000e-04,6.800000e-04
-2.480000e-07,1.933333e-03,1.933333e-03,-8.400000e-04,9.133333e-04
-2.475000e-07,2.933333e-03,2.600000e-03,2.266667e-04,1.213333e-03
-2.470000e-07,3.600000e-03,4.066667e-03,-1.733333e-04,1.573333e-03
-2.465000e-07,3.533333e-03,3.866667e-03,-1.746667e-03,1.500000e-03
-2.460000e-07,3.133333e-03,2.066667e-03,-1.080000e-03,1.013333e-03
-2.455000e-07,2.933333e-03,1.133333e-03,1.400000e-03,6.933333e-04
-2.450000e-07,2.866667e-03,1.800000e-03,1.826667e-03,7.933333e-04
-2.445000e-07,3.000000e-03,2.466667e-03,-1.733333e-04,1.040000e-03
-2.440000e-07,3.333333e-03,2.666667e-03,-1.133333e-03,1.213333e-03
-2.435000e-07,3.800000e-03,3.266667e-03,-2.000000e-04,1.313333e-03
-2.430000e-07,4.266667e-03,3.933333e-03,1.333333e-05,1.326667e-03
-2.425000e-07,4.466667e-03,3.200000e-03,-7.333333e-04,1.140000e-03
-2.420000e-07,4.000000e-03,1.466667e-03,-2.533333e-04,6.666667e-04
-2.415000e-07,3.133333e-03,6.000000e-04,1.213333e-03,6.666667e-06
-2.410000e-07,2.266667e-03,1.000000e-03,9.466666e-04,-4.533333e-04
-2.405000e-07,2.133333e-03,1.400000e-03,-7.600000e-04,-3.000000e-04
-2.400000e-07,2.933333e-03,1.466667e-03,-9.733333e-04,4.066667e-04
-2.395000e-07,4.133333e-03,2.200000e-03,2.800000e-04,1.113333e-03
-2.390000e-07,4.733333e-03,3.266667e-03,2.533333e-04,1.240000e-03
-2.385000e-07,4.666667e-03,3.000000e-03,-8.400000e-04,6.933333e-04
-2.380000e-07,4.400000e-03,1.733333e-03,4.000000e-05,-9.333334e-05
-2.375000e-07,3.866667e-03,1.200000e-03,2.173333e-03,-4.266667e-04
-2.370000e-07,2.666667e-03,1.866667e-03,1.826667e-03,-9.333334e-05
-2.365000e-07,1.266667e-03,2.266667e-03,-7.866666e-04,5.800000e-04
-2.360000e-07,1.066667e-03,2.133333e-03,-1.613333e-03,1.286667e-03
-2.355000e-07,2.066667e-03,2.466667e-03,-1.466667e-04,1.893333e-03
-2.350000e-07,3.066667e-03,3.200000e-03,2.000000e-04,2.166667e-03
-2.345000e-07,3.466667e-03,3.200000e-03,-8.933333e-04,1.833333e-03
-2.340000e-07,3.733333e-03,2.333333e-03,-3.866667e-04,1.126667e-03
-2.335000e-07,3.933333e-03,1.533333e-03,1.613333e-03,5.800000e-04
-2.330000e-07,3.600000e-03,1.466667e-03,1.720000e-03,4.800000e-04
-2.325000e-07,3.266667e-03,1.800000e-03,-4.000000e-05,7.066667e-04
-2.320000e-07,3.733333e-03,2.266667e-03,-4.133333e-04,8.533333e-04
-2.315000e-07,4.600000e-03,2.800000e-03,5.733334e-04,6.800000e-04
-2.310000e-07,4.600000e-03,3.200000e-03,-1.466667e-04,3.933333e-04
-2.305000e-07,3.600000e-03,2.800000e-03,-2.093333e-03,3.933333e-04
-2.300000e-07,2.866667e-03,2.000000e-03,-1.506667e-03,5.200000e-04
-2.295000e-07,2.800000e-03,1.733333e-03,1.026667e-03,2.800000e-04
-2.290000e-07,2.800000e-03,2.066667e-03,1.240000e-03,-1.666667e-04
-2.285000e-07,2.666667e-03,2.266667e-03,-1.080000e-03,-8.000000e-05
-2.280000e-07,2.800000e-03,2.400000e-03,-1.720000e-03,7.933333e-04
-2.275000e-07,3.333333e-03,3.266667e-03,1.466667e-04,1.906667e-03
-2.270000e-07,3.733333e-03,4.266667e-03,1.266667e-03,2.426667e-03
-2.265000e-07,3.600000e-03,3.733333e-03,7.066667e-04,1.946667e-03
-2.260000e-07,3.133333e-03,2.066667e-03,7.333333e-04,7.533333e-04
-2.255000e-07,3.000000e-03,1.066667e-03,1.480000e-03,-3.866667e-04
-2.250000e-07,3.333333e-03,1.466667e-03,7.866666e-04,-7.000000e-04
-2.245000e-07,3.800000e-03,1.933333e-03,-1.186667e-03,-2.666667e-05
-2.240000e-07,3.666667e-03,2.000000e-03,-1.906667e-03,9.666667e-04
-2.235000e-07,3.200000e-03,2.266667e-03,-1.053333e-03,1.326667e-03
-2.230000e-07,3.200000e-03,2.733333e-03,-7.333333e-04,8.400000e-04
-2.225000e-07,3.533333e-03,2.533333e-03,-1.106667e-03,1.066667e-04
-2.220000e-07,3.400000e-03,1.733333e-03,-3.866667e-04,-3.000000e-04
-2.215000e-07,2.733333e-03,1.266667e-03,1.000000e-03,-3.133333e-04
-2.210000e-07,2.266667e-03,1.400000e-03,7.600000e-04,-1.533333e-04
-2.205000e-07,2.333333e-03,1.800000e-03,-1.000000e-03,-8.000000e-05
-2.200000e-07,2.466667e-03,2.266667e-03,-1.693333e-03,2.066667e-04
-2.195000e-07,2.666667e-03,2.866667e-03,-9.733333e-04,1.066667e-03
-2.190000e-07,3.200000e-03,3.466667e-03,-8.400000e-04,1.746667e-03
-2.185000e-07,3.933333e-03,3.466667e-03,-1.346667e-03,1.100000e-03
-2.180000e-07,4.000000e-03,2.600000e-03,-5.466667e-04,-3.133333e-04
-2.175000e-07,3.066667e-03,1.533333e-03,1.106667e-03,-6.133333e-04
-2.170000e-07,1.800000e-03,8.666667e-04,1.080000e-03,7.266667e-04
-2.165000e-07,1.200000e-03,1.000000e-03,-3.866667e-04,2.366667e-03
-2.160000e-07,2.066667e-03,1.933333e-03,-5.466667e-04,2.953333e-03
-2.155000e-07,3.600000e-03,3.066667e-03,7.066667e-04,2.340000e-03
-2.150000e-07,4.200000e-03,3.466667e-03,7.066667e-04,1.286667e-03
-2.145000e-07,3.866667e-03,2.733333e-03,-5.200000e-04,7.666667e-04
-2.140000e-07,3.466667e-03,1.533333e-03,-4.133333e-04,9.133333e-04
-2.135000e-07,3.533333e-03,1.066667e-03,9.466666e-04,1.066667e-03
-2.130000e-07,3.066667e-03,1.466667e-03,8.400000e-04,8.133333e-04
-2.125000e-07,2.266667e-03,1.933333e-03,-5.466667e-04,3.800000e-04
-2.120000e-07,2.333333e-03,2.266667e-03,-3.333333e-04,3.933333e-04
-2.115000e-07,3.466667e-03,3.133333e-03,1.213333e-03,1.126667e-03
-2.110000e-07,4.466667e-03,3.800000e-03,8.933333e-04,1.846667e-03
