Time(s),CH1V,CH2V,CH3V
-2.900000e-07,4.773333e-03,9.826667e-03,-8.800000e-04
-2.895000e-07,5.533333e-03,9.266667e-03,2.586667e-03
-2.890000e-07,5.093333e-03,6.506667e-03,3.386667e-03
-2.885000e-07,3.906667e-03,4.293333e-03,1.840000e-03
-2.880000e-07,3.733333e-03,4.200000e-03,9.066667e-04
-2.875000e-07,5.120000e-03,5.386667e-03,1.706667e-03
-2.870000e-07,6.693333e-03,7.040000e-03,2.053333e-03
-2.865000e-07,7.280000e-03,8.973333e-03,1.200000e-03
-2.860000e-07,6.813333e-03,1.009333e-02,4.533333e-04
-2.855000e-07,5.600000e-03,9.173334e-03,1.360000e-03
-2.850000e-07,3.973333e-03,6.866666e-03,3.733333e-03
-2.845000e-07,2.906667e-03,5.293333e-03,4.586667e-03
-2.840000e-07,3.226667e-03,5.413333e-03,1.253333e-03
-2.835000e-07,4.240000e-03,6.480000e-03,-3.120000e-03
-2.830000e-07,4.586667e-03,7.786667e-03,-2.133333e-03
-2.825000e-07,4.293333e-03,9.146667e-03,3.040000e-03
-2.820000e-07,4.613333e-03,9.733333e-03,5.120000e-03
-2.815000e-07,5.653333e-03,8.706667e-03,2.880000e-03
-2.810000e-07,6.013333e-03,6.653334e-03,2.133333e-03
-2.805000e-07,5.480000e-03,5.480000e-03,2.986667e-03
-2.800000e-07,5.213333e-03,5.626667e-03,-2.400000e-04
-2.795000e-07,5.360000e-03,6.120000e-03,-5.306667e-03
-2.790000e-07,5.000000e-03,6.626667e-03,-4.160000e-03
-2.785000e-07,4.346667e-03,7.666667e-03,1.653333e-03
-2.780000e-07,4.560000e-03,8.760000e-03,2.186667e-03
-2.775000e-07,5.360000e-03,8.760000e-03,-3.120000e-03
-2.770000e-07,5.333333e-03,7.640000e-03,-4.746667e-03
-2.765000e-07,4.200000e-03,6.626667e-03,-2.400000e-04
-2.760000e-07,3.200000e-03,6.160000e-03,3.333333e-03
-2.755000e-07,3.026667e-03,5.560000e-03,2.986667e-03
-2.750000e-07,3.320000e-03,5.293333e-03,2.400000e-03
-2.745000e-07,3.880000e-03,6.306667e-03,2.346667e-03
-2.740000e-07,4.826667e-03,7.786667e-03,5.333333e-05
-2.735000e-07,5.533333e-03,7.693333e-03,-3.520000e-03
-2.730000e-07,5.146666e-03,6.013333e-03,-4.160000e-03
-2.725000e-07,4.026667e-03,4.680000e-03,-1.040000e-03
-2.720000e-07,3.440000e-03,4.800000e-03,1.786667e-03
-2.715000e-07,3.760000e-03,5.653333e-03,1.253333e-03
-2.710000e-07,4.346667e-03,6.920000e-03,-2.266667e-03
-2.705000e-07,4.560000e-03,8.706667e-03,-5.840000e-03
-2.700000e-07,4.506667e-03,9.880000e-03,-6.693333e-03
-2.695000e-07,4.346667e-03,8.826667e-03,-4.106666e-03
