Time(s),CH1V,CH2V,CH3V
-3.520000e-08,-1.840000e-03,4.853333e-03,-5.322667e-02
-3.515000e-08,-2.026667e-03,4.853333e-03,-5.384000e-02
-3.510000e-08,-2.133333e-03,4.693334e-03,-5.394667e-02
-3.505000e-08,-2.426667e-03,4.613333e-03,-5.357333e-02
-3.500000e-08,-2.640000e-03,4.426667e-03,-5.261333e-02
-3.495000e-08,-2.933333e-03,4.293333e-03,-5.130666e-02
-3.490000e-08,-3.226667e-03,4.000000e-03,-4.946667e-02
-3.485000e-08,-3.600000e-03,3.653333e-03,-4.709333e-02
-3.480000e-08,-3.866667e-03,3.280000e-03,-4.445333e-02
-3.475000e-08,-4.240000e-03,2.960000e-03,-4.136000e-02
-3.470000e-08,-4.453333e-03,2.426667e-03,-3.797333e-02
-3.465000e-08,-4.800000e-03,2.000000e-03,-3.424000e-02
-3.460000e-08,-5.146666e-03,1.653333e-03,-3.037333e-02
-3.455000e-08,-5.413333e-03,1.120000e-03,-2.613333e-02
-3.450000e-08,-5.733334e-03,6.933333e-04,-2.184000e-02
-3.445000e-08,-5.920000e-03,2.666667e-04,-1.730667e-02
-3.440000e-08,-6.160000e-03,-1.600000e-04,-1.277333e-02
-3.435000e-08,-6.373333e-03,-6.400000e-04,-8.240000e-03
-3.430000e-08,-6.613333e-03,-1.013333e-03,-3.680000e-03
-3.425000e-08,-6.720000e-03,-1.386667e-03,8.000000e-04
-3.420000e-08,-6.960000e-03,-1.626667e-03,5.200000e-03
-3.415000e-08,-7.066667e-03,-1.893333e-03,9.440000e-03
-3.410000e-08,-7.040000e-03,-2.213333e-03,1.346667e-02
-3.405000e-08,-7.173333e-03,-2.346667e-03,1.720000e-02
-3.400000e-08,-7.173333e-03,-2.533333e-03,2.080000e-02
-3.395000e-08,-7.146667e-03,-2.533333e-03,2.392000e-02
-3.390000e-08,-7.093333e-03,-2.586667e-03,2.677333e-02
-3.385000e-08,-7.093333e-03,-2.613333e-03,2.938667e-02
-3.380000e-08,-6.960000e-03,-2.613333e-03,3.144000e-02
-3.375000e-08,-6.880000e-03,-2.480000e-03,3.317333e-02
-3.370000e-08,-6.666667e-03,-2.480000e-03,3.445333e-02
-3.365000e-08,-6.480000e-03,-2.373333e-03,3.530667e-02
