Time(s),CH1V,CH2V,CH3V
-3.520000e-08,1.386667e-03,4.000000e-04,5.013333e-03
-3.515000e-08,1.173333e-03,3.466667e-04,8.906666e-03
-3.510000e-08,1.040000e-03,2.666667e-04,1.274667e-02
-3.505000e-08,8.000000e-04,1.600000e-04,1.632000e-02
-3.500000e-08,5.600000e-04,5.333333e-05,1.962667e-02
-3.495000e-08,2.400000e-04,8.000000e-05,2.274667e-02
-3.490000e-08,2.666667e-05,8.000000e-05,2.552000e-02
-3.485000e-08,-4.000000e-04,2.133333e-04,2.805333e-02
-3.480000e-08,-7.200000e-04,3.466667e-04,3.018667e-02
-3.475000e-08,-9.333334e-04,4.266667e-04,3.194667e-02
-3.470000e-08,-1.306667e-03,6.400000e-04,3.328000e-02
-3.465000e-08,-1.600000e-03,8.266667e-04,3.432000e-02
-3.460000e-08,-1.893333e-03,1.146667e-03,3.477333e-02
-3.455000e-08,-2.186667e-03,1.440000e-03,3.493333e-02
-3.450000e-08,-2.533333e-03,1.733333e-03,3.477333e-02
-3.445000e-08,-2.773333e-03,2.026667e-03,3.405333e-02
-3.440000e-08,-3.040000e-03,2.400000e-03,3.301333e-02
-3.435000e-08,-3.146667e-03,2.613333e-03,3.154667e-02
-3.430000e-08,-3.360000e-03,2.880000e-03,2.973333e-02
-3.425000e-08,-3.600000e-03,3.306667e-03,2.749333e-02
-3.420000e-08,-3.706667e-03,3.440000e-03,2.504000e-02
-3.415000e-08,-3.866667e-03,3.706667e-03,2.221333e-02
-3.410000e-08,-3.866667e-03,3.866667e-03,1.920000e-02
-3.405000e-08,-3.946667e-03,3.973333e-03,1.589333e-02
-3.400000e-08,-4.026667e-03,3.946667e-03,1.229333e-02
-3.395000e-08,-4.106666e-03,3.946667e-03,8.613333e-03
-3.390000e-08,-4.053333e-03,3.840000e-03,4.773333e-03
-3.385000e-08,-4.186667e-03,3.786667e-03,9.066667e-04
-3.380000e-08,-4.186667e-03,3.546667e-03,-3.066667e-03
-3.375000e-08,-4.080000e-03,3.200000e-03,-7.066667e-03
-3.370000e-08,-4.160000e-03,2.853333e-03,-1.109333e-02
-3.365000e-08,-4.133333e-03,2.400000e-03,-1.493333e-02
-3.360000e-08,-4.133333e-03,2.026667e-03,-1.885333e-02
-3.355000e-08,-4.160000e-03,1.493333e-03,-2.250667e-02
-3.350000e-08,-4.266667e-03,9.066667e-04,-2.589333e-02
-3.345000e-08,-4.266667e-03,2.666667e-04,-2.922667e-02
