Time(s),CH1V,CH2V,CH3V
-3.520000e-08,-5.600000e-04,-7.066667e-03,1.594667e-02
-3.515000e-08,-8.800000e-04,-7.040000e-03,1.981333e-02
-3.510000e-08,-1.066667e-03,-7.013333e-03,2.338667e-02
-3.505000e-08,-1.493333e-03,-6.800000e-03,2.669333e-02
-3.500000e-08,-1.813333e-03,-6.560000e-03,2.976000e-02
-3.495000e-08,-2.186667e-03,-6.160000e-03,3.232000e-02
-3.490000e-08,-2.560000e-03,-5.760000e-03,3.461333e-02
-3.485000e-08,-3.040000e-03,-5.280000e-03,3.658667e-02
-3.480000e-08,-3.413333e-03,-4.826667e-03,3.800000e-02
-3.475000e-08,-3.813333e-03,-4.186667e-03,3.901333e-02
-3.470000e-08,-4.106666e-03,-3.706667e-03,3.957333e-02
-3.465000e-08,-4.453333e-03,-3.093333e-03,3.970667e-02
-3.460000e-08,-4.880000e-03,-2.346667e-03,3.928000e-02
-3.455000e-08,-5.146666e-03,-1.760000e-03,3.850667e-02
-3.450000e-08,-5.520000e-03,-1.093333e-03,3.720000e-02
-3.445000e-08,-5.680000e-03,-4.266667e-04,3.554667e-02
-3.440000e-08,-5.946666e-03,1.866667e-04,3.344000e-02
-3.435000e-08,-6.160000e-03,7.200000e-04,3.082667e-02
-3.430000e-08,-6.373333e-03,1.333333e-03,2.797333e-02
-3.425000e-08,-6.453333e-03,1.840000e-03,2.466667e-02
-3.420000e-08,-6.746667e-03,2.426667e-03,2.120000e-02
-3.415000e-08,-6.853333e-03,2.880000e-03,1.738667e-02
-3.410000e-08,-6.800000e-03,3.200000e-03,1.333333e-02
-3.405000e-08,-6.960000e-03,3.546667e-03,9.066666e-03
-3.400000e-08,-6.933333e-03,3.813333e-03,4.773333e-03
-3.395000e-08,-6.960000e-03,4.080000e-03,2.400000e-04
-3.390000e-08,-6.960000e-03,4.266667e-03,-4.240000e-03
-3.385000e-08,-7.013333e-03,4.346667e-03,-8.613333e-03
-3.380000e-08,-6.933333e-03,4.320000e-03,-1.309333e-02
-3.375000e-08,-6.933333e-03,4.346667e-03,-1.733333e-02
-3.370000e-08,-6.773334e-03,4.106666e-03,-2.144000e-02
