Time(s),CH1V,CH2V,CH3V
-6.020000e-08,-1.010667e-02,-7.200000e-04,5.013333e-03
-6.010000e-08,-1.061333e-02,-8.533333e-04,-4.373333e-03
-6.000000e-08,-1.098667e-02,-1.120000e-03,-1.370667e-02
-5.990000e-08,-1.098667e-02,-1.333333e-03,-2.269333e-02
-5.980000e-08,-1.085333e-02,-1.786667e-03,-3.093333e-02
-5.970000e-08,-1.037333e-02,-2.133333e-03,-3.778667e-02
-5.960000e-08,-9.626667e-03,-2.666667e-03,-4.314667e-02
-5.950000e-08,-8.746667e-03,-3.306667e-03,-4.653334e-02
-5.940000e-08,-7.493333e-03,-3.840000e-03,-4.789333e-02
-5.930000e-08,-6.266667e-03,-4.586667e-03,-4.717333e-02
-5.920000e-08,-4.800000e-03,-5.200000e-03,-4.426667e-02
-5.910000e-08,-3.386667e-03,-5.866667e-03,-3.954666e-02
-5.900000e-08,-2.106667e-03,-6.533333e-03,-3.298667e-02
-5.890000e-08,-7.466667e-04,-7.040000e-03,-2.514667e-02
-5.880000e-08,2.400000e-04,-7.600000e-03,-1.637333e-02
-5.870000e-08,1.146667e-03,-7.920000e-03,-6.933333e-03
-5.860000e-08,1.706667e-03,-8.160000e-03,2.560000e-03
-5.850000e-08,2.000000e-03,-8.320000e-03,1.178667e-02
-5.840000e-08,2.133333e-03,-8.160000e-03,2.029333e-02
-5.830000e-08,1.866667e-03,-7.973333e-03,2.768000e-02
-5.820000e-08,1.493333e-03,-7.520000e-03,3.376000e-02
-5.810000e-08,8.800000e-04,-6.906667e-03,3.813333e-02
-5.800000e-08,5.333333e-05,-6.186666e-03,4.085333e-02
-5.790000e-08,-6.933333e-04,-5.226667e-03,4.160000e-02
-5.780000e-08,-1.626667e-03,-4.320000e-03,4.045333e-02
-5.770000e-08,-2.426667e-03,-3.226667e-03,3.760000e-02
-5.760000e-08,-3.146667e-03,-2.160000e-03,3.293333e-02
-5.750000e-08,-3.840000e-03,-1.200000e-03,2.690667e-02
-5.740000e-08,-4.266667e-03,-1.600000e-04,1.965333e-02
-5.730000e-08,-4.693334e-03,6.133333e-04,1.144000e-02
-5.720000e-08,-4.800000e-03,1.413333e-03,2.746667e-03
-5.710000e-08,-4.853333e-03,1.973333e-03,-6.266667e-03
-5.700000e-08,-4.826667e-03,2.320000e-03,-1.496000e-02
-5.690000e-08,-4.480000e-03,2.640000e-03,-2.317333e-02
-5.680000e-08,-4.240000e-03,2.640000e-03,-3.058667e-02
-5.670000e-08,-3.786667e-03,2.640000e-03,-3.672000e-02
-5.660000e-08,-3.306667e-03,2.400000e-03,-4.149333e-02
-5.650000e-08,-2.853333e-03,2.026667e-03,-4.453333e-02
-5.640000e-08,-2.240000e-03,1.706667e-03,-4.589333e-02
-5.630000e-08,-1.813333e-03,1.173333e-03,-4.546667e-02
-5.620000e-08,-1.253333e-03,7.200000e-04,-4.322667e-02
-5.610000e-08,-8.266667e-04,2.666667e-04,-3.949333e-02
-5.600000e-08,-5.066667e-04,-2.400000e-04,-3.418666e-02
-5.590000e-08,-1.066667e-04,-6.400000e-04,-2.776000e-02
-5.580000e-08,2.666667e-05,-1.146667e-03,-2.056000e-02
-5.570000e-08,2.133333e-04,-1.466667e-03,-1.264000e-02
-5.560000e-08,2.400000e-04,-1.893333e-03,-4.640000e-03
-5.550000e-08,1.066667e-04,-2.373333e-03,3.306667e-03
-5.540000e-08,0.000000e+00,-2.720000e-03,1.074667e-02
-5.530000e-08,-4.266667e-04,-3.173333e-03,1.741333e-02
-5.520000e-08,-8.266667e-04,-3.573333e-03,2.317333e-02
-5.510000e-08,-1.386667e-03,-4.000000e-03,2.754667e-02
-5.500000e-08,-2.186667e-03,-4.480000e-03,3.072000e-02
-5.490000e-08,-2.933333e-03,-4.800000e-03,3.234667e-02
-5.480000e-08,-3.893333e-03,-5.280000e-03,3.242667e-02
-5.470000e-08,-4.853333e-03,-5.546667e-03,3.117333e-02
-5.460000e-08,-5.893333e-03,-5.813333e-03,2.845333e-02
-5.450000e-08,-6.960000e-03,-6.106667e-03,2.456000e-02
-5.440000e-08,-7.920000e-03,-6.106667e-03,1.962667e-02
-5.430000e-08,-8.960000e-03,-6.160000e-03,1.378667e-02
-5.420000e-08,-9.786666e-03,-5.946666e-03,7.493333e-03
-5.410000e-08,-1.056000e-02,-5.706667e-03,7.466667e-04
-5.400000e-08,-1.122667e-02,-5.386667e-03,-5.946666e-03
-5.390000e-08,-1.160000e-02,-4.853333e-03,-1.245333e-02
-5.380000e-08,-1.189333e-02,-4.480000e-03,-1.853333e-02
-5.370000e-08,-1.189333e-02,-3.866667e-03,-2.376000e-02
-5.360000e-08,-1.170667e-02,-3.360000e-03,-2.818667e-02
-5.350000e-08,-1.133333e-02,-2.933333e-03,-3.141333e-02
-5.340000e-08,-1.066667e-02,-2.453333e-03,-3.338667e-02
-5.330000e-08,-9.973333e-03,-2.240000e-03,-3.408000e-02
-5.320000e-08,-8.960000e-03,-1.973333e-03,-3.333334e-02
-5.310000e-08,-7.946666e-03,-1.866667e-03,-3.133333e-02
-5.300000e-08,-6.880000e-03,-1.920000e-03,-2.802667e-02
-5.290000e-08,-5.653333e-03,-1.946667e-03,-2.360000e-02
-5.280000e-08,-4.533333e-03,-2.240000e-03,-1.829333e-02
-5.270000e-08,-3.360000e-03,-2.373333e-03,-1.210667e-02
-5.260000e-08,-2.266667e-03,-2.613333e-03,-5.520000e-03
-5.250000e-08,-1.280000e-03,-2.933333e-03,1.386667e-03
-5.240000e-08,-2.933333e-04,-2.986667e-03,8.213333e-03
-5.230000e-08,4.000000e-04,-3.146667e-03,1.469333e-02
-5.220000e-08,1.173333e-03,-3.066667e-03,2.064000e-02
-5.210000e-08,1.653333e-03,-2.933333e-03,2.562667e-02
-5.200000e-08,1.973333e-03,-2.746667e-03,2.962667e-02
-5.190000e-08,2.293333e-03,-2.293333e-03,3.232000e-02
-5.180000e-08,2.346667e-03,-1.920000e-03,3.349333e-02
-5.170000e-08,2.426667e-03,-1.360000e-03,3.325333e-02
-5.160000e-08,2.293333e-03,-8.800000e-04,3.141333e-02
-5.150000e-08,2.080000e-03,-5.066667e-04,2.816000e-02
-5.140000e-08,1.920000e-03,0.000000e+00,2.352000e-02
-5.130000e-08,1.520000e-03,2.666667e-04,1.765333e-02
-5.120000e-08,1.253333e-03,4.800000e-04,1.090667e-02
-5.110000e-08,8.800000e-04,5.600000e-04,3.386667e-03
-5.100000e-08,4.000000e-04,5.066667e-04,-4.373333e-03
-5.090000e-08,1.333333e-04,4.266667e-04,-1.226667e-02
-5.080000e-08,-3.200000e-04,8.000000e-05,-1.989333e-02
-5.070000e-08,-6.133333e-04,-1.600000e-04,-2.677333e-02
-5.060000e-08,-9.600000e-04,-5.333333e-04,-3.288000e-02
-5.050000e-08,-1.306667e-03,-9.600000e-04,-3.770667e-02
-5.040000e-08,-1.520000e-03,-1.200000e-03,-4.117333e-02
-5.030000e-08,-1.866667e-03,-1.546667e-03,-4.314667e-02
-5.020000e-08,-2.106667e-03,-1.680000e-03,-4.346666e-02
-5.010000e-08,-2.400000e-03,-1.786667e-03,-4.234667e-02
-5.000000e-08,-2.800000e-03,-1.840000e-03,-3.957333e-02
-4.990000e-08,-3.066667e-03,-1.706667e-03,-3.549333e-02
-4.980000e-08,-3.546667e-03,-1.680000e-03,-3.029333e-02
-4.970000e-08,-3.920000e-03,-1.466667e-03,-2.400000e-02
-4.960000e-08,-4.400000e-03,-1.360000e-03,-1.714667e-02
-4.950000e-08,-4.906666e-03,-1.413333e-03,-9.786666e-03
-4.940000e-08,-5.306667e-03,-1.386667e-03,-2.373333e-03
-4.930000e-08,-5.840000e-03,-1.626667e-03,4.800000e-03
-4.920000e-08,-6.160000e-03,-1.866667e-03,1.154667e-02
-4.910000e-08,-6.533333e-03,-2.320000e-03,1.741333e-02
-4.900000e-08,-6.826667e-03,-2.906667e-03,2.237333e-02
-4.890000e-08,-6.880000e-03,-3.466667e-03,2.608000e-02
-4.880000e-08,-6.960000e-03,-4.240000e-03,2.832000e-02
-4.870000e-08,-6.773334e-03,-4.880000e-03,2.922667e-02
-4.860000e-08,-6.480000e-03,-5.600000e-03,2.853333e-02
-4.850000e-08,-6.106667e-03,-6.293333e-03,2.648000e-02
-4.840000e-08,-5.466667e-03,-6.720000e-03,2.298667e-02
-4.830000e-08,-4.906666e-03,-7.093333e-03,1.826667e-02
-4.820000e-08,-4.106666e-03,-7.226666e-03,1.258667e-02
-4.810000e-08,-3.360000e-03,-7.120000e-03,6.053333e-03
-4.800000e-08,-2.640000e-03,-6.906667e-03,-8.533333e-04
-4.790000e-08,-1.866667e-03,-6.346667e-03,-8.026667e-03
-4.780000e-08,-1.280000e-03,-5.760000e-03,-1.509333e-02
-4.770000e-08,-6.933333e-04,-4.880000e-03,-2.157333e-02
-4.760000e-08,-2.666667e-04,-4.000000e-03,-2.749333e-02
-4.750000e-08,-2.666667e-05,-3.120000e-03,-3.229333e-02
-4.740000e-08,1.866667e-04,-2.133333e-03,-3.592000e-02
-4.730000e-08,5.333333e-05,-1.306667e-03,-3.824000e-02
-4.720000e-08,-5.333333e-05,-4.800000e-04,-3.898667e-02
-4.710000e-08,-4.266667e-04,1.866667e-04,-3.837333e-02
-4.700000e-08,-9.866667e-04,6.666667e-04,-3.610667e-02
-4.690000e-08,-1.520000e-03,1.120000e-03,-3.250667e-02
-4.680000e-08,-2.320000e-03,1.200000e-03,-2.770667e-02
-4.670000e-08,-3.040000e-03,1.280000e-03,-2.173333e-02
-4.660000e-08,-3.840000e-03,1.146667e-03,-1.501333e-02
-4.650000e-08,-4.720000e-03,7.466667e-04,-7.653333e-03
-4.640000e-08,-5.440000e-03,4.266667e-04,-2.666667e-05
-4.630000e-08,-6.266667e-03,-1.866667e-04,7.520000e-03
-4.620000e-08,-6.880000e-03,-7.200000e-04,1.482667e-02
-4.610000e-08,-7.466667e-03,-1.360000e-03,2.138667e-02
-4.600000e-08,-8.000000e-03,-2.026667e-03,2.714667e-02
-4.590000e-08,-8.240000e-03,-2.560000e-03,3.168000e-02
-4.580000e-08,-8.506667e-03,-3.173333e-03,3.477333e-02
-4.570000e-08,-8.480000e-03,-3.600000e-03,3.648000e-02
-4.560000e-08,-8.320000e-03,-4.000000e-03,3.648000e-02
-4.550000e-08,-8.080000e-03,-4.373333e-03,3.496000e-02
-4.540000e-08,-7.573333e-03,-4.426667e-03,3.189333e-02
-4.530000e-08,-7.146667e-03,-4.533333e-03,2.736000e-02
-4.520000e-08,-6.400000e-03,-4.426667e-03,2.165333e-02
-4.510000e-08,-5.680000e-03,-4.186667e-03,1.485333e-02
-4.500000e-08,-4.986667e-03,-3.946667e-03,7.466667e-03
-4.490000e-08,-4.133333e-03,-3.493333e-03,-3.466667e-04
-4.480000e-08,-3.440000e-03,-3.120000e-03,-8.293333e-03
-4.470000e-08,-2.613333e-03,-2.613333e-03,-1.581333e-02
-4.460000e-08,-1.920000e-03,-2.213333e-03,-2.288000e-02
-4.450000e-08,-1.333333e-03,-1.920000e-03,-2.893333e-02
-4.440000e-08,-6.933333e-04,-1.546667e-03,-3.389333e-02
