Time(s),CH1V,CH2V,CH3V
-3.520000e-08,1.946667e-03,-2.666667e-03,-3.832000e-02
-3.515000e-08,1.680000e-03,-3.253333e-03,-3.773334e-02
-3.510000e-08,1.520000e-03,-4.026667e-03,-3.674667e-02
-3.505000e-08,1.200000e-03,-4.640000e-03,-3.538667e-02
-3.500000e-08,7.466667e-04,-5.066667e-03,-3.376000e-02
-3.495000e-08,3.466667e-04,-5.653333e-03,-3.162667e-02
-3.490000e-08,-1.333333e-04,-6.026667e-03,-2.925333e-02
-3.485000e-08,-5.600000e-04,-6.426667e-03,-2.645333e-02
-3.480000e-08,-1.093333e-03,-6.720000e-03,-2.346667e-02
-3.475000e-08,-1.626667e-03,-7.013333e-03,-2.026667e-02
-3.470000e-08,-2.213333e-03,-7.093333e-03,-1.677333e-02
-3.465000e-08,-2.666667e-03,-7.226666e-03,-1.314667e-02
-3.460000e-08,-3.360000e-03,-7.093333e-03,-9.280000e-03
-3.455000e-08,-3.866667e-03,-6.986666e-03,-5.386667e-03
-3.450000e-08,-4.293333e-03,-6.880000e-03,-1.440000e-03
-3.445000e-08,-4.853333e-03,-6.533333e-03,2.533333e-03
-3.440000e-08,-5.253333e-03,-6.240000e-03,6.533333e-03
-3.435000e-08,-5.626667e-03,-5.760000e-03,1.029333e-02
-3.430000e-08,-6.000000e-03,-5.280000e-03,1.408000e-02
-3.425000e-08,-6.346667e-03,-4.746667e-03,1.778667e-02
-3.420000e-08,-6.533333e-03,-4.213333e-03,2.114667e-02
-3.415000e-08,-6.720000e-03,-3.546667e-03,2.437333e-02
-3.410000e-08,-6.720000e-03,-3.040000e-03,2.730667e-02
-3.405000e-08,-6.720000e-03,-2.400000e-03,2.994667e-02
-3.400000e-08,-6.720000e-03,-1.626667e-03,3.216000e-02
-3.395000e-08,-6.533333e-03,-1.066667e-03,3.416000e-02
-3.390000e-08,-6.346667e-03,-4.266667e-04,3.570667e-02
-3.385000e-08,-5.973333e-03,1.866667e-04,3.693333e-02
-3.380000e-08,-5.600000e-03,7.466667e-04,3.770667e-02
-3.375000e-08,-5.173333e-03,1.200000e-03,3.800000e-02
-3.370000e-08,-4.746667e-03,1.706667e-03,3.797333e-02
-3.365000e-08,-4.133333e-03,2.080000e-03,3.744000e-02
-3.360000e-08,-3.653333e-03,2.506667e-03,3.658667e-02
-3.355000e-08,-3.040000e-03,2.800000e-03,3.530667e-02
-3.350000e-08,-2.266667e-03,2.933333e-03,3.360000e-02
-3.345000e-08,-1.653333e-03,3.146667e-03,3.149333e-02
-3.340000e-08,-9.066667e-04,3.173333e-03,2.912000e-02
-3.335000e-08,-2.133333e-04,3.280000e-03,2.629333e-02
-3.330000e-08,5.066667e-04,3.226667e-03,2.325333e-02
-3.325000e-08,1.093333e-03,3.120000e-03,2.002667e-02
-3.320000e-08,1.840000e-03,2.906667e-03,1.645333e-02
-3.315000e-08,2.453333e-03,2.773333e-03,1.277333e-02
-3.310000e-08,3.146667e-03,2.400000e-03,8.906666e-03
-3.305000e-08,3.733333e-03,2.133333e-03,4.906666e-03
-3.300000e-08,4.186667e-03,1.920000e-03,8.000000e-04
-3.295000e-08,4.720000e-03,1.520000e-03,-3.226667e-03
-3.290000e-08,5.120000e-03,1.200000e-03,-7.360000e-03
-3.285000e-08,5.573333e-03,8.533333e-04,-1.128000e-02
-3.280000e-08,5.866667e-03,4.800000e-04,-1.517333e-02
-3.275000e-08,6.106667e-03,5.333333e-05,-1.901333e-02
-3.270000e-08,6.266667e-03,-2.133333e-04,-2.256000e-02
-3.265000e-08,6.453333e-03,-5.600000e-04,-2.597333e-02
-3.260000e-08,6.373333e-03,-7.466667e-04,-2.904000e-02
-3.255000e-08,6.346667e-03,-1.013333e-03,-3.186667e-02
-3.250000e-08,6.346667e-03,-1.306667e-03,-3.442667e-02
-3.245000e-08,6.080000e-03,-1.440000e-03,-3.666667e-02
-3.240000e-08,5.920000e-03,-1.653333e-03,-3.845333e-02
-3.235000e-08,5.626667e-03,-1.680000e-03,-4.000000e-02
-3.230000e-08,5.253333e-03,-1.733333e-03,-4.106667e-02
-3.225000e-08,4.773333e-03,-1.786667e-03,-4.165333e-02
-3.220000e-08,4.346667e-03,-1.840000e-03,-4.197333e-02
-3.215000e-08,3.813333e-03,-1.760000e-03,-4.181333e-02
-3.210000e-08,3.333333e-03,-1.840000e-03,-4.122667e-02
-3.205000e-08,2.720000e-03,-1.786667e-03,-4.024000e-02
-3.200000e-08,2.026667e-03,-1.600000e-03,-3.896000e-02
-3.195000e-08,1.386667e-03,-1.600000e-03,-3.717333e-02
-3.190000e-08,6.666667e-04,-1.466667e-03,-3.506667e-02
-3.185000e-08,5.333333e-05,-1.386667e-03,-3.256000e-02
-3.180000e-08,-6.666667e-04,-1.306667e-03,-2.978667e-02
-3.175000e-08,-1.386667e-03,-1.333333e-03,-2.677333e-02
-3.170000e-08,-2.160000e-03,-1.226667e-03,-2.344000e-02
-3.165000e-08,-2.800000e-03,-1.226667e-03,-1.989333e-02
-3.160000e-08,-3.653333e-03,-1.093333e-03,-1.613333e-02
-3.155000e-08,-4.346667e-03,-1.093333e-03,-1.226667e-02
-3.150000e-08,-4.906666e-03,-1.146667e-03,-8.293333e-03
-3.145000e-08,-5.653333e-03,-1.120000e-03,-4.320000e-03
-3.140000e-08,-6.240000e-03,-1.173333e-03,-2.400000e-04
-3.135000e-08,-6.853333e-03,-1.120000e-03,3.680000e-03
-3.130000e-08,-7.440000e-03,-1.173333e-03,7.600000e-03
-3.125000e-08,-8.053333e-03,-1.200000e-03,1.146667e-02
-3.120000e-08,-8.506667e-03,-1.280000e-03,1.506667e-02
-3.115000e-08,-8.960000e-03,-1.253333e-03,1.853333e-02
-3.110000e-08,-9.306666e-03,-1.386667e-03,2.170667e-02
-3.105000e-08,-9.626667e-03,-1.413333e-03,2.461333e-02
-3.100000e-08,-1.002667e-02,-1.280000e-03,2.717333e-02
-3.095000e-08,-1.021333e-02,-1.333333e-03,2.946667e-02
-3.090000e-08,-1.045333e-02,-1.253333e-03,3.133333e-02
-3.085000e-08,-1.050667e-02,-1.200000e-03,3.293333e-02
-3.080000e-08,-1.061333e-02,-1.093333e-03,3.405333e-02
-3.075000e-08,-1.064000e-02,-1.040000e-03,3.472000e-02
-3.070000e-08,-1.066667e-02,-8.266667e-04,3.501333e-02
-3.065000e-08,-1.050667e-02,-6.666667e-04,3.488000e-02
-3.060000e-08,-1.053333e-02,-3.733333e-04,3.437333e-02
-3.055000e-08,-1.037333e-02,-8.000000e-05,3.344000e-02
-3.050000e-08,-1.002667e-02,1.333333e-04,3.208000e-02
-3.045000e-08,-9.893334e-03,4.800000e-04,3.032000e-02
-3.040000e-08,-9.546666e-03,7.733333e-04,2.826667e-02
-3.035000e-08,-9.253333e-03,1.226667e-03,2.573333e-02
-3.030000e-08,-8.906666e-03,1.600000e-03,2.296000e-02
-3.025000e-08,-8.613333e-03,1.973333e-03,2.000000e-02
-3.020000e-08,-8.186666e-03,2.293333e-03,1.664000e-02
-3.015000e-08,-7.840000e-03,2.746667e-03,1.317333e-02
-3.010000e-08,-7.333333e-03,2.960000e-03,9.493333e-03
-3.005000e-08,-6.880000e-03,3.306667e-03,5.653333e-03
-3.000000e-08,-6.533333e-03,3.706667e-03,1.680000e-03
-2.995000e-08,-6.053333e-03,3.893333e-03,-2.293333e-03
-2.990000e-08,-5.653333e-03,4.133333e-03,-6.293333e-03
-2.985000e-08,-5.146666e-03,4.293333e-03,-1.021333e-02
-2.980000e-08,-4.720000e-03,4.400000e-03,-1.408000e-02
-2.975000e-08,-4.320000e-03,4.373333e-03,-1.794667e-02
-2.970000e-08,-3.946667e-03,4.400000e-03,-2.154667e-02
-2.965000e-08,-3.520000e-03,4.293333e-03,-2.501333e-02
-2.960000e-08,-3.253333e-03,4.186667e-03,-2.818667e-02
-2.955000e-08,-2.960000e-03,4.000000e-03,-3.114667e-02
-2.950000e-08,-2.506667e-03,3.626667e-03,-3.384000e-02
-2.945000e-08,-2.320000e-03,3.360000e-03,-3.621333e-02
-2.940000e-08,-2.026667e-03,2.906667e-03,-3.816000e-02
-2.935000e-08,-1.813333e-03,2.560000e-03,-3.992000e-02
-2.930000e-08,-1.626667e-03,2.053333e-03,-4.120000e-02
-2.925000e-08,-1.573333e-03,1.493333e-03,-4.197333e-02
-2.920000e-08,-1.360000e-03,8.533333e-04,-4.250666e-02
-2.915000e-08,-1.306667e-03,3.200000e-04,-4.253333e-02
-2.910000e-08,-1.173333e-03,-4.800000e-04,-4.218667e-02
-2.905000e-08,-1.120000e-03,-1.120000e-03,-4.144000e-02
-2.900000e-08,-1.200000e-03,-1.680000e-03,-4.034667e-02
-2.895000e-08,-1.146667e-03,-2.426667e-03,-3.874667e-02
-2.890000e-08,-1.226667e-03,-3.040000e-03,-3.688000e-02
-2.885000e-08,-1.200000e-03,-3.706667e-03,-3.453333e-02
-2.880000e-08,-1.253333e-03,-4.320000e-03,-3.192000e-02
-2.875000e-08,-1.333333e-03,-5.013333e-03,-2.906667e-02
-2.870000e-08,-1.493333e-03,-5.520000e-03,-2.589333e-02
-2.865000e-08,-1.520000e-03,-6.080000e-03,-2.250667e-02
-2.860000e-08,-1.760000e-03,-6.453333e-03,-1.885333e-02
-2.855000e-08,-1.866667e-03,-6.853333e-03,-1.509333e-02
-2.850000e-08,-1.866667e-03,-7.280000e-03,-1.120000e-02
-2.845000e-08,-2.106667e-03,-7.493333e-03,-7.280000e-03
-2.840000e-08,-2.186667e-03,-7.733333e-03,-3.253333e-03
-2.835000e-08,-2.293333e-03,-7.813334e-03,5.866667e-04
-2.830000e-08,-2.400000e-03,-7.893333e-03,4.480000e-03
-2.825000e-08,-2.586667e-03,-7.893333e-03,8.373333e-03
-2.820000e-08,-2.640000e-03,-7.840000e-03,1.192000e-02
-2.815000e-08,-2.800000e-03,-7.600000e-03,1.538667e-02
-2.810000e-08,-2.800000e-03,-7.520000e-03,1.861333e-02
-2.805000e-08,-2.853333e-03,-7.253333e-03,2.154667e-02
-2.800000e-08,-2.986667e-03,-6.800000e-03,2.410667e-02
-2.795000e-08,-2.986667e-03,-6.453333e-03,2.642667e-02
-2.790000e-08,-3.040000e-03,-5.973333e-03,2.834667e-02
-2.785000e-08,-2.986667e-03,-5.466667e-03,2.997333e-02
-2.780000e-08,-2.986667e-03,-4.960000e-03,3.112000e-02
-2.775000e-08,-2.986667e-03,-4.453333e-03,3.178667e-02
-2.770000e-08,-2.986667e-03,-3.813333e-03,3.210667e-02
-2.765000e-08,-2.880000e-03,-3.226667e-03,3.197333e-02
-2.760000e-08,-2.960000e-03,-2.480000e-03,3.149333e-02
-2.755000e-08,-2.880000e-03,-1.813333e-03,3.056000e-02
-2.750000e-08,-2.720000e-03,-1.253333e-03,2.920000e-02
-2.745000e-08,-2.720000e-03,-5.600000e-04,2.741333e-02
-2.740000e-08,-2.560000e-03,5.333333e-05,2.536000e-02
-2.735000e-08,-2.480000e-03,7.466667e-04,2.277333e-02
-2.730000e-08,-2.400000e-03,1.360000e-03,1.997333e-02
-2.725000e-08,-2.373333e-03,1.920000e-03,1.698667e-02
-2.720000e-08,-2.240000e-03,2.426667e-03,1.357333e-02
-2.715000e-08,-2.213333e-03,2.986667e-03,1.002667e-02
-2.710000e-08,-2.000000e-03,3.333333e-03,6.240000e-03
-2.705000e-08,-1.946667e-03,3.733333e-03,2.346667e-03
-2.700000e-08,-1.946667e-03,4.160000e-03,-1.733333e-03
-2.695000e-08,-1.840000e-03,4.373333e-03,-5.760000e-03
-2.690000e-08,-1.840000e-03,4.613333e-03,-9.866667e-03
-2.685000e-08,-1.733333e-03,4.746667e-03,-1.386667e-02
-2.680000e-08,-1.733333e-03,4.800000e-03,-1.786667e-02
-2.675000e-08,-1.760000e-03,4.746667e-03,-2.181333e-02
-2.670000e-08,-1.840000e-03,4.720000e-03,-2.552000e-02
-2.665000e-08,-1.840000e-03,4.560000e-03,-2.912000e-02
-2.660000e-08,-2.080000e-03,4.453333e-03,-3.234667e-02
-2.655000e-08,-2.213333e-03,4.186667e-03,-3.544000e-02
-2.650000e-08,-2.266667e-03,3.813333e-03,-3.818667e-02
-2.645000e-08,-2.560000e-03,3.466667e-03,-4.066667e-02
-2.640000e-08,-2.773333e-03,3.013333e-03,-4.269333e-02
-2.635000e-08,-3.066667e-03,2.640000e-03,-4.453333e-02
-2.630000e-08,-3.386667e-03,2.133333e-03,-4.589333e-02
-2.625000e-08,-3.813333e-03,1.600000e-03,-4.672000e-02
-2.620000e-08,-4.160000e-03,9.866667e-04,-4.730667e-02
-2.615000e-08,-4.613333e-03,4.800000e-04,-4.738666e-02
-2.610000e-08,-4.960000e-03,-2.400000e-04,-4.709333e-02
-2.605000e-08,-5.413333e-03,-8.266667e-04,-4.637333e-02
-2.600000e-08,-5.946666e-03,-1.333333e-03,-4.528000e-02
-2.595000e-08,-6.346667e-03,-2.000000e-03,-4.368000e-02
-2.590000e-08,-6.853333e-03,-2.533333e-03,-4.176000e-02
-2.585000e-08,-7.200000e-03,-3.093333e-03,-3.936000e-02
-2.580000e-08,-7.600000e-03,-3.626667e-03,-3.672000e-02
-2.575000e-08,-7.946666e-03,-4.213333e-03,-3.378667e-02
-2.570000e-08,-8.293333e-03,-4.613333e-03,-3.048000e-02
-2.565000e-08,-8.480000e-03,-5.066667e-03,-2.696000e-02
-2.560000e-08,-8.773333e-03,-5.333333e-03,-2.312000e-02
-2.555000e-08,-8.853333e-03,-5.626667e-03,-1.917333e-02
-2.550000e-08,-8.746667e-03,-5.920000e-03,-1.509333e-02
-2.545000e-08,-8.720000e-03,-6.026667e-03,-1.093333e-02
-2.540000e-08,-8.480000e-03,-6.186666e-03,-6.586667e-03
-2.535000e-08,-8.133333e-03,-6.106667e-03,-2.426667e-03
-2.530000e-08,-7.680000e-03,-6.026667e-03,1.813333e-03
-2.525000e-08,-7.226666e-03,-5.893333e-03,6.080000e-03
-2.520000e-08,-6.533333e-03,-5.706667e-03,1.005333e-02
-2.515000e-08,-5.760000e-03,-5.306667e-03,1.397333e-02
-2.510000e-08,-4.800000e-03,-5.066667e-03,1.765333e-02
-2.505000e-08,-3.786667e-03,-4.613333e-03,2.109333e-02
-2.500000e-08,-2.773333e-03,-3.946667e-03,2.421333e-02
-2.495000e-08,-1.573333e-03,-3.413333e-03,2.712000e-02
-2.490000e-08,-3.733333e-04,-2.693333e-03,2.960000e-02
-2.485000e-08,9.600000e-04,-1.920000e-03,3.181333e-02
-2.480000e-08,2.266667e-03,-1.120000e-03,3.360000e-02
-2.475000e-08,3.546667e-03,-3.200000e-04,3.490667e-02
-2.470000e-08,4.800000e-03,6.400000e-04,3.589333e-02
-2.465000e-08,6.133333e-03,1.573333e-03,3.640000e-02
-2.460000e-08,7.200000e-03,2.640000e-03,3.656000e-02
-2.455000e-08,8.266667e-03,3.626667e-03,3.624000e-02
-2.450000e-08,9.386667e-03,4.586667e-03,3.546667e-02
-2.445000e-08,1.013333e-02,5.653333e-03,3.424000e-02
-2.440000e-08,1.085333e-02,6.640000e-03,3.272000e-02
