Time(s),CH1V,CH2V
-2.500000e-07,9.333334e-04,-3.000000e-03
-2.495000e-07,-2.400000e-03,-8.333334e-03
-2.490000e-07,3.266667e-03,-5.866667e-03
-2.485000e-07,1.100000e-02,1.333333e-03
-2.480000e-07,1.066667e-03,-2.133333e-03
-2.475000e-07,-1.560000e-02,-1.466667e-02
-2.470000e-07,-1.540000e-02,-5.866667e-03
-2.465000e-07,-7.733333e-03,1.086667e-02
-2.460000e-07,-2.133333e-03,2.800000e-03
-2.455000e-07,-2.733333e-03,-7.533333e-03
-2.450000e-07,-1.220000e-02,-6.666667e-04
-2.445000e-07,-7.466667e-03,5.400000e-03
-2.440000e-07,1.400000e-03,-2.000000e-04
-2.435000e-07,-5.866667e-03,-8.066666e-03
-2.430000e-07,-1.180000e-02,-4.466667e-03
-2.425000e-07,-3.133333e-03,3.533333e-03
-2.420000e-07,3.666667e-03,-3.533333e-03
-2.415000e-07,-5.400000e-03,-1.046667e-02
-2.410000e-07,-8.666667e-03,-4.866667e-03
-2.405000e-07,-2.066667e-03,6.600000e-03
-2.400000e-07,-2.933333e-03,8.533333e-03
-2.395000e-07,-1.073333e-02,-9.200000e-03
-2.390000e-07,-1.253333e-02,-1.206667e-02
-2.385000e-07,3.133333e-03,1.666667e-03
-2.380000e-07,1.220000e-02,-6.000000e-04
-2.375000e-07,2.266667e-03,-8.133333e-03
-2.370000e-07,-8.666667e-04,-2.666667e-03
-2.365000e-07,-8.000000e-04,2.933333e-03
-2.360000e-07,-5.666667e-03,-3.800000e-03
-2.355000e-07,-5.333333e-03,-1.120000e-02
-2.350000e-07,-5.733334e-03,-5.866667e-03
-2.345000e-07,-5.133334e-03,6.600000e-03
-2.340000e-07,-3.466667e-03,2.533333e-03
-2.335000e-07,-6.466667e-03,-8.800000e-03
-2.330000e-07,-2.000000e-04,-8.466667e-03
-2.325000e-07,3.466667e-03,-1.066667e-03
-2.320000e-07,-1.066667e-02,4.866667e-03
-2.315000e-07,-1.826667e-02,-2.733333e-03
-2.310000e-07,-8.000000e-03,-3.266667e-03
-2.305000e-07,2.933333e-03,8.533333e-03
-2.300000e-07,-1.466667e-03,5.533333e-03
-2.295000e-07,-8.266667e-03,1.133333e-03
-2.290000e-07,-5.200000e-03,-1.333333e-04
-2.285000e-07,-1.066667e-03,-6.666667e-03
-2.280000e-07,-1.733333e-03,-6.400000e-03
-2.275000e-07,-1.140000e-02,-6.466667e-03
-2.270000e-07,-1.493333e-02,-5.200000e-03
-2.265000e-07,6.000000e-04,1.933333e-03
-2.260000e-07,7.266667e-03,-2.733333e-03
-2.255000e-07,-3.600000e-03,-9.533334e-03
-2.250000e-07,-4.666667e-03,-3.333333e-03
