Time(s),CH1V,CH2V
-2.500000e-07,2.533333e-03,2.066667e-03
-2.495000e-07,-2.400000e-03,-1.800000e-03
-2.490000e-07,-9.800000e-03,-7.666667e-03
-2.485000e-07,-5.200000e-03,1.133333e-03
-2.480000e-07,3.333333e-04,7.600000e-03
-2.475000e-07,-5.133334e-03,2.866667e-03
-2.470000e-07,-1.053333e-02,2.933333e-03
-2.465000e-07,-8.466667e-03,1.866667e-03
-2.460000e-07,-5.333333e-03,-8.666667e-03
-2.455000e-07,-3.133333e-03,-1.586667e-02
-2.450000e-07,-5.933333e-03,-7.266667e-03
-2.445000e-07,-6.000000e-03,3.466667e-03
-2.440000e-07,-3.466667e-03,-8.666667e-04
-2.435000e-07,-8.600000e-03,-4.400000e-03
-2.430000e-07,-8.066666e-03,2.333333e-03
-2.425000e-07,-1.533333e-03,2.200000e-03
-2.420000e-07,-2.133333e-03,-4.333334e-03
-2.415000e-07,-5.666667e-03,-1.153333e-02
-2.410000e-07,-8.066666e-03,-1.340000e-02
-2.405000e-07,-3.400000e-03,-5.000000e-03
-2.400000e-07,5.800000e-03,-2.533333e-03
-2.395000e-07,6.666667e-05,-5.800000e-03
-2.390000e-07,-7.066667e-03,-1.933333e-03
-2.385000e-07,-8.000000e-04,1.466667e-03
-2.380000e-07,-4.666667e-04,-2.133333e-03
-2.375000e-07,-7.600000e-03,-6.800000e-03
-2.370000e-07,-7.600000e-03,-6.266667e-03
-2.365000e-07,-1.533333e-03,-4.066667e-03
-2.360000e-07,0.000000e+00,-5.000000e-03
-2.355000e-07,-4.000000e-03,-5.133334e-03
-2.350000e-07,-6.133333e-03,-1.000000e-03
-2.345000e-07,-5.333333e-03,5.066667e-03
-2.340000e-07,-4.733333e-03,5.600000e-03
-2.335000e-07,-6.333333e-03,-1.266667e-03
-2.330000e-07,-6.200000e-03,-3.666667e-03
-2.325000e-07,-3.733333e-03,2.000000e-04
-2.320000e-07,-1.533333e-03,-2.666667e-03
-2.315000e-07,-1.066667e-03,-1.053333e-02
-2.310000e-07,-5.000000e-03,-1.173333e-02
-2.305000e-07,-3.533333e-03,-5.866667e-03
-2.300000e-07,1.333333e-04,-1.866667e-03
-2.295000e-07,-4.333334e-03,-7.066667e-03
-2.290000e-07,-4.133333e-03,-5.200000e-03
-2.285000e-07,2.066667e-03,4.800000e-03
-2.280000e-07,2.200000e-03,2.600000e-03
-2.275000e-07,-3.333333e-04,-1.466667e-03
-2.270000e-07,-1.866667e-03,1.066667e-03
-2.265000e-07,-6.666667e-04,-3.333333e-04
-2.260000e-07,-6.666667e-05,-5.333333e-03
-2.255000e-07,-9.733333e-03,-1.180000e-02
-2.250000e-07,-1.300000e-02,-1.053333e-02
-2.245000e-07,-2.000000e-03,2.200000e-03
-2.240000e-07,6.666667e-05,1.533333e-03
-2.235000e-07,-2.933333e-03,-9.866667e-03
-2.230000e-07,-1.800000e-03,-3.200000e-03
-2.225000e-07,-4.933333e-03,2.866667e-03
-2.220000e-07,-2.066667e-03,-8.466667e-03
-2.215000e-07,1.333333e-03,-9.600000e-03
-2.210000e-07,-3.533333e-03,-1.800000e-03
-2.205000e-07,-1.600000e-03,-3.333333e-04
-2.200000e-07,-1.333333e-04,2.933333e-03
-2.195000e-07,-2.666667e-04,2.200000e-03
-2.190000e-07,-2.000000e-04,-1.666667e-03
-2.185000e-07,-5.333333e-03,1.133333e-03
-2.180000e-07,-3.333333e-04,2.666667e-04
-2.175000e-07,-2.933333e-03,-3.666667e-03
-2.170000e-07,-1.113333e-02,-3.466667e-03
-2.165000e-07,-4.666667e-04,-5.466667e-03
-2.160000e-07,7.333333e-04,-6.800000e-03
-2.155000e-07,-9.266667e-03,-5.533333e-03
-2.150000e-07,-7.133333e-03,-5.733334e-03
-2.145000e-07,-2.800000e-03,-1.200000e-03
-2.140000e-07,-3.800000e-03,-8.666667e-04
-2.135000e-07,-6.333333e-03,-1.173333e-02
-2.130000e-07,-1.020000e-02,-6.733333e-03
-2.125000e-07,-4.333334e-03,5.866667e-03
-2.120000e-07,-1.533333e-03,6.666667e-05
-2.115000e-07,-1.313333e-02,-4.666667e-03
-2.110000e-07,-1.113333e-02,-4.000000e-04
-2.105000e-07,-2.333333e-03,2.666667e-03
-2.100000e-07,2.000000e-04,-1.200000e-03
-2.095000e-07,-3.800000e-03,-7.133333e-03
-2.090000e-07,-1.093333e-02,-3.666667e-03
-2.085000e-07,-7.200000e-03,1.600000e-03
-2.080000e-07,-1.200000e-03,6.666667e-04
-2.075000e-07,6.666667e-04,-4.666667e-04
-2.070000e-07,-3.800000e-03,-6.266667e-03
-2.065000e-07,-8.133333e-03,-8.400000e-03
-2.060000e-07,-5.200000e-03,-8.000000e-04
-2.055000e-07,-8.066666e-03,-6.933333e-03
-2.050000e-07,-1.086667e-02,-9.533334e-03
-2.045000e-07,-5.666667e-03,1.266667e-03
-2.040000e-07,-4.400000e-03,-3.866667e-03
-2.035000e-07,-7.333334e-03,-1.073333e-02
-2.030000e-07,-4.533333e-03,-5.400000e-03
-2.025000e-07,1.466667e-03,-5.200000e-03
-2.020000e-07,3.266667e-03,-8.333334e-03
-2.015000e-07,-4.400000e-03,-1.080000e-02
-2.010000e-07,-9.933334e-03,-1.173333e-02
-2.005000e-07,2.000000e-03,-5.266667e-03
-2.000000e-07,4.666667e-03,2.200000e-03
-1.995000e-07,-6.800000e-03,1.466667e-03
-1.990000e-07,-9.800000e-03,-3.200000e-03
-1.985000e-07,-9.333333e-03,1.066667e-03
-1.980000e-07,-4.133333e-03,7.066667e-03
-1.975000e-07,-3.933333e-03,-5.333333e-03
-1.970000e-07,-8.866667e-03,-1.393333e-02
-1.965000e-07,5.333333e-04,-2.466667e-03
-1.960000e-07,4.733333e-03,-2.200000e-03
-1.955000e-07,-5.733334e-03,-6.066667e-03
-1.950000e-07,-9.933334e-03,-4.000000e-04
-1.945000e-07,-3.466667e-03,-4.933333e-03
-1.940000e-07,-1.933333e-03,-9.266667e-03
-1.935000e-07,-7.133333e-03,-1.206667e-02
-1.930000e-07,-6.866667e-03,-1.373333e-02
-1.925000e-07,-8.733333e-03,-1.266667e-03
-1.920000e-07,-6.800000e-03,1.000000e-03
-1.915000e-07,2.000000e-04,-6.866667e-03
-1.910000e-07,-3.466667e-03,-6.800000e-03
-1.905000e-07,-4.733333e-03,-2.266667e-03
-1.900000e-07,6.666667e-04,0.000000e+00
-1.895000e-07,-5.200000e-03,-4.000000e-03
-1.890000e-07,-1.053333e-02,-3.066667e-03
-1.885000e-07,-3.666667e-03,7.333333e-04
-1.880000e-07,-2.333333e-03,1.933333e-03
-1.875000e-07,-6.400000e-03,-3.800000e-03
-1.870000e-07,-7.066667e-03,-1.013333e-02
-1.865000e-07,-6.666667e-03,-2.000000e-04
-1.860000e-07,-4.600000e-03,-6.666667e-05
-1.855000e-07,-7.933334e-03,-1.440000e-02
-1.850000e-07,-1.333333e-02,-1.086667e-02
-1.845000e-07,-5.733334e-03,-2.200000e-03
-1.840000e-07,1.066667e-03,-6.733333e-03
-1.835000e-07,-4.066667e-03,-8.266667e-03
-1.830000e-07,-7.800000e-03,-4.933333e-03
-1.825000e-07,-1.533333e-03,-2.133333e-03
-1.820000e-07,-4.666667e-04,1.466667e-03
-1.815000e-07,-1.006667e-02,-4.866667e-03
-1.810000e-07,-5.400000e-03,-3.800000e-03
-1.805000e-07,4.666667e-03,1.106667e-02
-1.800000e-07,1.533333e-03,1.333333e-03
-1.795000e-07,-2.600000e-03,-1.426667e-02
-1.790000e-07,-2.866667e-03,-4.866667e-03
-1.785000e-07,-2.600000e-03,4.733333e-03
-1.780000e-07,-4.000000e-03,4.666667e-04
-1.775000e-07,-1.113333e-02,-1.013333e-02
-1.770000e-07,-1.840000e-02,-8.600000e-03
-1.765000e-07,-1.093333e-02,6.666667e-04
-1.760000e-07,-3.533333e-03,-2.533333e-03
-1.755000e-07,-9.333333e-03,-5.733334e-03
-1.750000e-07,-4.800000e-03,-6.600000e-03
-1.745000e-07,5.133334e-03,-8.600000e-03
-1.740000e-07,1.866667e-03,-8.466667e-03
-1.735000e-07,-1.033333e-02,-9.666666e-03
-1.730000e-07,-1.126667e-02,-8.200000e-03
-1.725000e-07,2.400000e-03,-6.666667e-05
-1.720000e-07,-5.333333e-04,8.000000e-03
-1.715000e-07,-1.540000e-02,-4.533333e-03
-1.710000e-07,-9.666666e-03,-1.353333e-02
-1.705000e-07,3.800000e-03,4.733333e-03
-1.700000e-07,-1.866667e-03,7.866667e-03
-1.695000e-07,-8.800000e-03,-8.266667e-03
-1.690000e-07,-6.200000e-03,-9.000001e-03
-1.685000e-07,-7.000000e-03,3.333333e-04
-1.680000e-07,-8.666667e-03,-1.800000e-03
-1.675000e-07,-9.800000e-03,-4.133333e-03
-1.670000e-07,-1.033333e-02,2.600000e-03
-1.665000e-07,-7.533333e-03,3.400000e-03
-1.660000e-07,-2.866667e-03,-1.266667e-03
-1.655000e-07,-3.533333e-03,-1.086667e-02
-1.650000e-07,-7.200000e-03,-1.740000e-02
-1.645000e-07,-2.733333e-03,-7.200000e-03
-1.640000e-07,-4.000000e-03,6.400000e-03
-1.635000e-07,-1.093333e-02,2.333333e-03
-1.630000e-07,-6.000000e-03,-5.400000e-03
-1.625000e-07,-4.133333e-03,3.333333e-04
-1.620000e-07,-9.933334e-03,-3.066667e-03
-1.615000e-07,-1.106667e-02,-1.060000e-02
-1.610000e-07,-1.146667e-02,-6.133333e-03
-1.605000e-07,-6.600000e-03,-1.666667e-03
-1.600000e-07,-2.666667e-04,-1.066667e-03
-1.595000e-07,-3.600000e-03,-1.000000e-03
-1.590000e-07,-6.666667e-03,6.000000e-04
-1.585000e-07,-3.466667e-03,1.000000e-03
-1.580000e-07,-1.333333e-04,-2.000000e-04
-1.575000e-07,-8.533333e-03,-5.333333e-03
