Time(s),CH1V,CH2V
-2.500000e-07,-3.333333e-03,-6.000000e-04
-2.495000e-07,-8.666667e-04,-8.333334e-03
-2.490000e-07,-5.266667e-03,-6.466667e-03
-2.485000e-07,-5.000000e-03,-7.333333e-04
-2.480000e-07,7.333333e-04,-2.066667e-03
-2.475000e-07,-7.400000e-03,-8.666667e-03
-2.470000e-07,-1.373333e-02,-2.800000e-03
-2.465000e-07,-1.266667e-03,1.933333e-03
-2.460000e-07,4.600000e-03,-6.733333e-03
-2.455000e-07,-3.400000e-03,-4.133333e-03
-2.450000e-07,-9.666666e-03,1.066667e-03
-2.445000e-07,-9.000001e-03,-3.933333e-03
-2.440000e-07,-4.400000e-03,-5.133334e-03
-2.435000e-07,-7.733333e-03,-4.000000e-03
-2.430000e-07,-1.066667e-02,-2.466667e-03
-2.425000e-07,-1.800000e-03,1.400000e-03
-2.420000e-07,-9.333334e-04,-1.600000e-03
-2.415000e-07,-1.733333e-03,-4.866667e-03
-2.410000e-07,2.533333e-03,1.333333e-04
-2.405000e-07,-8.000000e-04,6.000000e-04
-2.400000e-07,-8.000000e-04,-3.266667e-03
-2.395000e-07,-5.000000e-03,-1.173333e-02
-2.390000e-07,-1.253333e-02,-1.120000e-02
-2.385000e-07,-4.200000e-03,6.133333e-03
-2.380000e-07,4.000000e-04,4.600000e-03
-2.375000e-07,-5.133334e-03,-7.933334e-03
-2.370000e-07,-1.600000e-03,-2.733333e-03
-2.365000e-07,1.133333e-03,8.666667e-04
-2.360000e-07,-1.933333e-03,-4.666667e-03
-2.355000e-07,-6.533334e-03,-1.000000e-02
-2.350000e-07,-7.666667e-03,-8.133333e-03
-2.345000e-07,2.800000e-03,2.133333e-03
-2.340000e-07,3.000000e-03,-2.000000e-03
-2.335000e-07,-3.866667e-03,-1.106667e-02
-2.330000e-07,-3.000000e-03,-4.866667e-03
-2.325000e-07,-4.133333e-03,-3.200000e-03
-2.320000e-07,-3.266667e-03,-8.600000e-03
-2.315000e-07,-6.933333e-03,-1.220000e-02
-2.310000e-07,-1.240000e-02,-5.266667e-03
-2.305000e-07,-2.600000e-03,5.266667e-03
-2.300000e-07,-2.000000e-04,-1.600000e-03
-2.295000e-07,-1.066667e-02,-6.600000e-03
