Time(s),CH1V
-8.480000e-07,9.866666e-05
-8.460000e-07,2.120000e-04
-8.440000e-07,-1.960000e-04
-8.420000e-07,-9.400000e-05
-8.400000e-07,1.100000e-04
-8.380000e-07,2.006667e-04
-8.360000e-07,1.780000e-04
-8.340000e-07,1.553333e-04
-8.320000e-07,-2.600000e-05
-8.300000e-07,9.866666e-05
-8.280000e-07,2.233333e-04
-8.260000e-07,1.100000e-04
-8.240000e-07,-3.733333e-05
-8.220000e-07,1.933333e-05
-8.200000e-07,5.333333e-05
-8.180000e-07,2.686667e-04
-8.160000e-07,7.600000e-05
-8.140000e-07,-3.733333e-05
-8.120000e-07,5.333333e-05
-8.100000e-07,1.780000e-04
-8.080000e-07,1.666667e-04
-8.060000e-07,-9.400000e-05
-8.040000e-07,5.333333e-05
-8.020000e-07,6.466667e-05
-8.000000e-07,5.333333e-05
-7.980000e-07,1.100000e-04
-7.960000e-07,8.000000e-06
-7.940000e-07,9.866666e-05
-7.920000e-07,2.006667e-04
-7.900000e-07,3.480000e-04
-7.880000e-07,1.666667e-04
-7.860000e-07,-9.400000e-05
-7.840000e-07,9.866666e-05
-7.820000e-07,1.933333e-05
-7.800000e-07,2.120000e-04
-7.780000e-07,-4.866666e-05
-7.760000e-07,1.213333e-04
-7.740000e-07,1.933333e-05
-7.720000e-07,9.866666e-05
-7.700000e-07,1.213333e-04
-7.680000e-07,-7.133334e-05
-7.660000e-07,1.933333e-05
-7.640000e-07,-3.333333e-06
-7.620000e-07,4.200000e-05
-7.600000e-07,-3.333333e-06
-7.580000e-07,-3.333333e-06
-7.560000e-07,7.600000e-05
-7.540000e-07,1.100000e-04
-7.520000e-07,2.233333e-04
-7.500000e-07,1.553333e-04
-7.480000e-07,5.333333e-05
-7.460000e-07,5.333333e-05
-7.440000e-07,7.600000e-05
-7.420000e-07,6.466667e-05
-7.400000e-07,-2.073333e-04
-7.380000e-07,1.326667e-04
-7.360000e-07,6.466667e-05
-7.340000e-07,1.440000e-04
-7.320000e-07,8.733333e-05
-7.300000e-07,2.233333e-04
-7.280000e-07,1.326667e-04
-7.260000e-07,7.600000e-05
-7.240000e-07,-6.000000e-05
-7.220000e-07,1.893333e-04
-7.200000e-07,4.200000e-05
-7.180000e-07,1.666667e-04
-7.160000e-07,7.600000e-05
-7.140000e-07,1.666667e-04
-7.120000e-07,2.233333e-04
-7.100000e-07,7.600000e-05
-7.080000e-07,-3.733333e-05
-7.060000e-07,-1.466667e-05
-7.040000e-07,1.326667e-04
-7.020000e-07,1.440000e-04
-7.000000e-07,1.100000e-04
-6.980000e-07,4.200000e-05
-6.960000e-07,1.933333e-05
-6.940000e-07,5.333333e-05
-6.920000e-07,-7.133334e-05
-6.900000e-07,4.200000e-05
-6.880000e-07,1.326667e-04
-6.860000e-07,4.200000e-05
-6.840000e-07,5.333333e-05
-6.820000e-07,2.233333e-04
-6.800000e-07,1.780000e-04
-6.780000e-07,-3.333333e-06
-6.760000e-07,-2.600000e-05
-6.740000e-07,1.933333e-05
-6.720000e-07,1.780000e-04
-6.700000e-07,1.326667e-04
-6.680000e-07,1.326667e-04
-6.660000e-07,-2.600000e-05
-6.640000e-07,-1.466667e-05
-6.620000e-07,-1.466667e-05
-6.600000e-07,5.333333e-05
-6.580000e-07,1.553333e-04
-6.560000e-07,2.913333e-04
-6.540000e-07,1.326667e-04
-6.520000e-07,1.326667e-04
-6.500000e-07,8.733333e-05
-6.480000e-07,6.466667e-05
-6.460000e-07,1.933333e-05
-6.440000e-07,2.233333e-04
-6.420000e-07,-3.333333e-06
-6.400000e-07,-6.000000e-05
-6.380000e-07,1.100000e-04
-6.360000e-07,-7.133334e-05
-6.340000e-07,1.933333e-05
-6.320000e-07,4.200000e-05
-6.300000e-07,-6.000000e-05
-6.280000e-07,-9.400000e-05
-6.260000e-07,7.600000e-05
-6.240000e-07,1.893333e-04
-6.220000e-07,1.100000e-04
-6.200000e-07,4.200000e-05
-6.180000e-07,3.066667e-05
-6.160000e-07,6.466667e-05
-6.140000e-07,1.213333e-04
-6.120000e-07,-3.333333e-06
-6.100000e-07,-6.000000e-05
-6.080000e-07,-1.166667e-04
-6.060000e-07,2.233333e-04
-6.040000e-07,1.933333e-05
-6.020000e-07,-1.466667e-05
-6.000000e-07,-2.413333e-04
-5.980000e-07,8.000000e-06
-5.960000e-07,6.466667e-05
-5.940000e-07,1.933333e-05
-5.920000e-07,-7.133334e-05
-5.900000e-07,-7.133334e-05
-5.880000e-07,5.333333e-05
-5.860000e-07,1.780000e-04
-5.840000e-07,1.326667e-04
-5.820000e-07,-7.133334e-05
-5.800000e-07,4.200000e-05
-5.780000e-07,2.120000e-04
-5.760000e-07,2.346667e-04
-5.740000e-07,1.553333e-04
-5.720000e-07,-1.166667e-04
-5.700000e-07,-9.400000e-05
-5.680000e-07,4.386667e-04
-5.660000e-07,1.100000e-04
-5.640000e-07,-6.000000e-05
-5.620000e-07,8.000000e-06
-5.600000e-07,6.466667e-05
-5.580000e-07,1.666667e-04
-5.560000e-07,2.120000e-04
-5.540000e-07,1.553333e-04
-5.520000e-07,-1.846667e-04
-5.500000e-07,7.600000e-05
-5.480000e-07,5.333333e-05
-5.460000e-07,6.466667e-05
-5.440000e-07,4.200000e-05
-5.420000e-07,1.933333e-05
-5.400000e-07,2.800000e-04
-5.380000e-07,1.326667e-04
-5.360000e-07,1.553333e-04
-5.340000e-07,-8.266667e-05
-5.320000e-07,-1.466667e-05
-5.300000e-07,2.686667e-04
-5.280000e-07,3.140000e-04
-5.260000e-07,1.666667e-04
-5.240000e-07,-1.393333e-04
-5.220000e-07,-3.733333e-05
-5.200000e-07,-1.466667e-05
-5.180000e-07,1.326667e-04
-5.160000e-07,3.026667e-04
-5.140000e-07,1.666667e-04
-5.120000e-07,-2.300000e-04
-5.100000e-07,7.600000e-05
-5.080000e-07,7.600000e-05
-5.060000e-07,-1.466667e-05
-5.040000e-07,-1.053333e-04
-5.020000e-07,1.553333e-04
-5.000000e-07,1.440000e-04
-4.980000e-07,1.440000e-04
-4.960000e-07,2.120000e-04
-4.940000e-07,1.933333e-05
-4.920000e-07,8.000000e-06
-4.900000e-07,-7.133334e-05
-4.880000e-07,4.200000e-05
-4.860000e-07,5.333333e-05
-4.840000e-07,-7.133334e-05
-4.820000e-07,7.600000e-05
-4.800000e-07,1.666667e-04
-4.780000e-07,1.553333e-04
-4.760000e-07,-2.600000e-05
-4.740000e-07,1.933333e-05
-4.720000e-07,5.333333e-05
-4.700000e-07,9.866666e-05
-4.680000e-07,2.460000e-04
-4.660000e-07,-3.333333e-06
-4.640000e-07,-8.266667e-05
-4.620000e-07,1.213333e-04
-4.600000e-07,1.553333e-04
-4.580000e-07,1.666667e-04
-4.560000e-07,1.553333e-04
-4.540000e-07,-1.960000e-04
-4.520000e-07,-2.600000e-05
-4.500000e-07,3.366667e-04
-4.480000e-07,1.553333e-04
-4.460000e-07,-4.866666e-05
-4.440000e-07,-1.466667e-05
-4.420000e-07,1.933333e-05
-4.400000e-07,1.780000e-04
-4.380000e-07,1.666667e-04
-4.360000e-07,-3.733333e-05
-4.340000e-07,-2.413333e-04
-4.320000e-07,-8.266667e-05
-4.300000e-07,2.233333e-04
-4.280000e-07,8.733333e-05
-4.260000e-07,4.200000e-05
-4.240000e-07,-1.620000e-04
-4.220000e-07,1.780000e-04
-4.200000e-07,2.460000e-04
-4.180000e-07,3.026667e-04
-4.160000e-07,-1.846667e-04
-4.140000e-07,-1.506667e-04
-4.120000e-07,1.326667e-04
-4.100000e-07,9.866666e-05
-4.080000e-07,2.800000e-04
-4.060000e-07,-1.466667e-05
-4.040000e-07,-3.733333e-05
-4.020000e-07,2.573333e-04
-4.000000e-07,2.800000e-04
-3.980000e-07,2.120000e-04
-3.960000e-07,-7.133334e-05
-3.940000e-07,-6.000000e-05
-3.920000e-07,2.120000e-04
-3.900000e-07,2.120000e-04
-3.880000e-07,1.100000e-04
-3.860000e-07,8.000000e-06
-3.840000e-07,-7.133334e-05
-3.820000e-07,2.686667e-04
-3.800000e-07,2.120000e-04
-3.780000e-07,5.333333e-05
-3.760000e-07,-2.073333e-04
-3.740000e-07,1.100000e-04
-3.720000e-07,1.100000e-04
-3.700000e-07,3.026667e-04
-3.680000e-07,4.200000e-05
-3.660000e-07,-1.620000e-04
-3.640000e-07,-1.466667e-05
-3.620000e-07,2.233333e-04
-3.600000e-07,1.326667e-04
-3.580000e-07,1.100000e-04
-3.560000e-07,-1.620000e-04
-3.540000e-07,1.780000e-04
-3.520000e-07,2.460000e-04
-3.500000e-07,2.233333e-04
-3.480000e-07,-1.280000e-04
-3.460000e-07,-2.073333e-04
-3.440000e-07,-2.600000e-05
-3.420000e-07,1.326667e-04
-3.400000e-07,2.120000e-04
-3.380000e-07,-4.866666e-05
-3.360000e-07,-3.733333e-05
-3.340000e-07,8.733333e-05
-3.320000e-07,1.553333e-04
-3.300000e-07,6.466667e-05
-3.280000e-07,4.200000e-05
-3.260000e-07,-6.000000e-05
-3.240000e-07,7.600000e-05
-3.220000e-07,2.686667e-04
-3.200000e-07,-1.280000e-04
-3.180000e-07,8.733333e-05
-3.160000e-07,9.866666e-05
-3.140000e-07,9.866666e-05
-3.120000e-07,7.600000e-05
-3.100000e-07,1.440000e-04
-3.080000e-07,-7.133334e-05
-3.060000e-07,1.666667e-04
-3.040000e-07,1.440000e-04
-3.020000e-07,2.120000e-04
-3.000000e-07,2.800000e-04
-2.980000e-07,2.120000e-04
-2.960000e-07,1.933333e-05
-2.940000e-07,3.066667e-05
-2.920000e-07,2.120000e-04
-2.900000e-07,-9.400000e-05
-2.880000e-07,-1.733333e-04
-2.860000e-07,8.733333e-05
-2.840000e-07,1.780000e-04
-2.820000e-07,2.233333e-04
-2.800000e-07,4.200000e-05
-2.780000e-07,1.213333e-04
-2.760000e-07,7.600000e-05
-2.740000e-07,9.866666e-05
-2.720000e-07,8.733333e-05
-2.700000e-07,-1.466667e-05
-2.680000e-07,-3.733333e-05
-2.660000e-07,8.000000e-06
-2.640000e-07,2.460000e-04
-2.620000e-07,-1.466667e-05
-2.600000e-07,-3.333333e-06
-2.580000e-07,-1.466667e-05
-2.560000e-07,-3.333333e-06
-2.540000e-07,2.006667e-04
-2.520000e-07,-6.000000e-05
-2.500000e-07,1.553333e-04
-2.480000e-07,1.553333e-04
-2.460000e-07,1.553333e-04
-2.440000e-07,9.866666e-05
-2.420000e-07,-8.266667e-05
-2.400000e-07,1.326667e-04
-2.380000e-07,7.600000e-05
-2.360000e-07,1.933333e-05
-2.340000e-07,3.593333e-04
-2.320000e-07,-3.333333e-06
-2.300000e-07,-1.166667e-04
-2.280000e-07,5.333333e-05
-2.260000e-07,-1.166667e-04
-2.240000e-07,4.200000e-05
-2.220000e-07,9.866666e-05
-2.200000e-07,-7.133334e-05
-2.180000e-07,6.466667e-05
-2.160000e-07,7.600000e-05
-2.140000e-07,1.933333e-05
-2.120000e-07,4.200000e-05
-2.100000e-07,-6.000000e-05
-2.080000e-07,1.100000e-04
-2.060000e-07,-1.466667e-05
-2.040000e-07,6.466667e-05
-2.020000e-07,1.326667e-04
-2.000000e-07,-1.166667e-04
-1.980000e-07,1.100000e-04
-1.960000e-07,3.066667e-05
-1.940000e-07,1.666667e-04
-1.920000e-07,6.466667e-05
-1.900000e-07,9.866666e-05
-1.880000e-07,-6.000000e-05
-1.860000e-07,2.913333e-04
-1.840000e-07,-8.266667e-05
-1.820000e-07,-3.333333e-06
-1.800000e-07,-1.466667e-05
-1.780000e-07,7.600000e-05
-1.760000e-07,1.440000e-04
-1.740000e-07,2.233333e-04
-1.720000e-07,6.466667e-05
-1.700000e-07,-9.400000e-05
-1.680000e-07,8.733333e-05
-1.660000e-07,1.213333e-04
-1.640000e-07,-1.506667e-04
-1.620000e-07,-8.266667e-05
-1.600000e-07,9.866666e-05
-1.580000e-07,2.460000e-04
-1.560000e-07,-8.266667e-05
-1.540000e-07,-9.400000e-05
-1.520000e-07,8.000000e-06
-1.500000e-07,1.213333e-04
-1.480000e-07,8.733333e-05
-1.460000e-07,1.933333e-05
-1.440000e-07,-2.600000e-05
-1.420000e-07,1.553333e-04
-1.400000e-07,1.100000e-04
-1.380000e-07,2.346667e-04
-1.360000e-07,6.466667e-05
-1.340000e-07,-1.166667e-04
-1.320000e-07,-2.413333e-04
-1.300000e-07,4.200000e-05
-1.280000e-07,1.100000e-04
-1.260000e-07,-1.466667e-05
-1.240000e-07,-2.526667e-04
-1.220000e-07,1.100000e-04
-1.200000e-07,9.866666e-05
-1.180000e-07,2.120000e-04
-1.160000e-07,-1.053333e-04
-1.140000e-07,-7.133334e-05
-1.120000e-07,1.666667e-04
-1.100000e-07,1.666667e-04
-1.080000e-07,-1.466667e-05
-1.060000e-07,-7.133334e-05
-1.040000e-07,6.466667e-05
-1.020000e-07,1.326667e-04
-1.000000e-07,1.326667e-04
-9.800000e-08,2.573333e-04
-9.600000e-08,-7.133334e-05
-9.400000e-08,-7.133334e-05
-9.200000e-08,-1.280000e-04
-9.000000e-08,1.100000e-04
-8.800000e-08,2.233333e-04
-8.600000e-08,9.866666e-05
-8.400000e-08,9.866666e-05
-8.200000e-08,1.893333e-04
-8.000000e-08,2.686667e-04
-7.800000e-08,6.466667e-05
-7.600000e-08,-2.600000e-05
-7.400000e-08,-2.600000e-05
-7.200000e-08,2.120000e-04
-7.000000e-08,2.233333e-04
-6.800000e-08,-3.333333e-06
-6.600000e-08,8.000000e-06
-6.400000e-08,5.333333e-05
-6.200000e-08,1.780000e-04
-6.000000e-08,4.200000e-05
-5.800000e-08,2.573333e-04
-5.600000e-08,-3.733333e-05
-5.400000e-08,4.200000e-05
-5.200000e-08,9.866666e-05
-5.000000e-08,1.440000e-04
-4.800000e-08,-3.733333e-05
-4.600000e-08,-3.733333e-05
-4.400000e-08,1.893333e-04
-4.200000e-08,1.893333e-04
-4.000000e-08,5.333333e-05
-3.800000e-08,2.120000e-04
-3.600000e-08,-9.400000e-05
-3.400000e-08,-1.466667e-05
-3.200000e-08,-6.000000e-05
-3.000000e-08,2.686667e-04
-2.800000e-08,1.326667e-04
-2.600000e-08,7.600000e-05
-2.400000e-08,5.333333e-05
-2.200000e-08,2.006667e-04
-2.000000e-08,-1.166667e-04
-1.800000e-08,5.333333e-05
-1.600000e-08,8.733333e-05
-1.400000e-08,-2.600000e-05
-1.200000e-08,5.333333e-05
-1.000000e-08,1.933333e-05
-8.000000e-09,-3.333333e-06
-6.000000e-09,7.600000e-05
-4.000000e-09,-9.893334e-04
-2.000000e-09,-2.814000e-03
7.779634e-21,-1.522000e-03
2.000000e-09,-6.266666e-04
4.000000e-09,-2.753333e-04
6.000000e-09,1.553333e-04
8.000000e-09,2.800000e-04
1.000000e-08,-6.000000e-05
1.200000e-08,-3.206667e-04
1.400000e-08,1.326667e-04
1.600000e-08,1.666667e-04
1.800000e-08,1.553333e-04
2.000000e-08,3.066667e-05
2.200000e-08,-9.400000e-05
2.400000e-08,3.066667e-05
2.600000e-08,7.600000e-05
2.800000e-08,-3.733333e-05
3.000000e-08,-1.846667e-04
3.200000e-08,-3.733333e-05
3.400000e-08,1.893333e-04
3.600000e-08,9.866666e-05
3.800000e-08,2.573333e-04
4.000000e-08,4.200000e-05
4.200000e-08,-7.133334e-05
4.400000e-08,4.200000e-05
4.600000e-08,-3.733333e-05
4.800000e-08,1.893333e-04
5.000000e-08,8.733333e-05
5.200000e-08,4.200000e-05
5.400000e-08,-4.866666e-05
5.600000e-08,1.326667e-04
5.800000e-08,3.593333e-04
6.000000e-08,-1.506667e-04
6.200000e-08,-1.166667e-04
6.400000e-08,-8.266667e-05
6.600000e-08,-3.333333e-06
6.800000e-08,3.366667e-04
7.000000e-08,8.000000e-06
7.200000e-08,-2.640000e-04
7.400000e-08,-3.333333e-06
7.600000e-08,-9.400000e-05
7.800000e-08,2.913333e-04
8.000000e-08,6.466667e-05
8.200000e-08,-4.866666e-05
8.400000e-08,-2.413333e-04
8.600000e-08,1.213333e-04
8.800000e-08,2.800000e-04
9.000000e-08,3.066667e-05
9.200000e-08,-9.400000e-05
9.400000e-08,-9.400000e-05
9.600000e-08,5.333333e-05
9.800000e-08,2.460000e-04
1.000000e-07,7.600000e-05
1.020000e-07,9.866666e-05
1.040000e-07,-3.333333e-06
1.060000e-07,1.326667e-04
1.080000e-07,1.666667e-04
1.100000e-07,-6.000000e-05
1.120000e-07,-7.133334e-05
1.140000e-07,1.553333e-04
1.160000e-07,1.553333e-04
1.180000e-07,4.200000e-05
1.200000e-07,5.333333e-05
1.220000e-07,-3.333333e-06
1.240000e-07,6.466667e-05
1.260000e-07,-1.466667e-05
1.280000e-07,1.933333e-05
1.300000e-07,-6.000000e-05
1.320000e-07,4.200000e-05
1.340000e-07,2.913333e-04
1.360000e-07,7.600000e-05
1.380000e-07,1.666667e-04
1.400000e-07,7.600000e-05
1.420000e-07,-3.333333e-06
1.440000e-07,-6.000000e-05
1.460000e-07,1.780000e-04
1.480000e-07,4.200000e-05
1.500000e-07,1.666667e-04
1.520000e-07,7.600000e-05
1.540000e-07,1.553333e-04
1.560000e-07,1.666667e-04
1.580000e-07,1.100000e-04
1.600000e-07,4.200000e-05
1.620000e-07,-1.280000e-04
1.640000e-07,-6.000000e-05
1.660000e-07,2.120000e-04
1.680000e-07,1.666667e-04
1.700000e-07,1.213333e-04
1.720000e-07,-1.280000e-04
1.740000e-07,7.600000e-05
1.760000e-07,2.233333e-04
1.780000e-07,4.200000e-05
1.800000e-07,1.666667e-04
1.820000e-07,9.866666e-05
1.840000e-07,1.100000e-04
1.860000e-07,7.600000e-05
1.880000e-07,1.100000e-04
1.900000e-07,-1.506667e-04
1.920000e-07,6.466667e-05
1.940000e-07,1.553333e-04
1.960000e-07,1.666667e-04
1.980000e-07,9.866666e-05
2.000000e-07,-1.960000e-04
2.020000e-07,-1.506667e-04
2.040000e-07,-9.400000e-05
2.060000e-07,1.666667e-04
2.080000e-07,-9.400000e-05
2.100000e-07,1.553333e-04
2.120000e-07,9.866666e-05
2.140000e-07,2.800000e-04
2.160000e-07,7.600000e-05
2.180000e-07,8.733333e-05
2.200000e-07,1.553333e-04
2.220000e-07,1.933333e-05
2.240000e-07,3.066667e-05
2.260000e-07,-1.466667e-05
2.280000e-07,-2.600000e-05
2.300000e-07,1.933333e-05
2.320000e-07,2.233333e-04
2.340000e-07,1.893333e-04
2.360000e-07,1.213333e-04
2.380000e-07,-2.600000e-05
2.400000e-07,-8.266667e-05
2.420000e-07,5.333333e-05
2.440000e-07,-8.266667e-05
2.460000e-07,1.893333e-04
2.480000e-07,-3.733333e-05
2.500000e-07,7.600000e-05
2.520000e-07,8.733333e-05
2.540000e-07,8.000000e-06
2.560000e-07,-2.300000e-04
2.580000e-07,-1.733333e-04
2.600000e-07,-6.000000e-05
2.620000e-07,8.733333e-05
2.640000e-07,2.346667e-04
2.660000e-07,8.000000e-06
2.680000e-07,-8.266667e-05
2.700000e-07,4.200000e-05
2.720000e-07,2.120000e-04
2.740000e-07,9.866666e-05
2.760000e-07,1.100000e-04
2.780000e-07,-3.333333e-06
2.800000e-07,1.213333e-04
2.820000e-07,1.780000e-04
2.840000e-07,5.333333e-05
2.860000e-07,-3.733333e-05
2.880000e-07,-3.333333e-06
2.900000e-07,2.120000e-04
2.920000e-07,2.686667e-04
2.940000e-07,5.333333e-05
2.960000e-07,6.466667e-05
2.980000e-07,7.600000e-05
3.000000e-07,1.326667e-04
3.020000e-07,5.333333e-05
3.040000e-07,-7.133334e-05
3.060000e-07,9.866666e-05
3.080000e-07,-9.400000e-05
3.100000e-07,1.100000e-04
3.120000e-07,1.780000e-04
3.140000e-07,8.733333e-05
3.160000e-07,1.440000e-04
3.180000e-07,8.733333e-05
3.200000e-07,8.733333e-05
3.220000e-07,2.233333e-04
3.240000e-07,3.066667e-05
3.260000e-07,3.066667e-05
3.280000e-07,2.006667e-04
3.300000e-07,2.913333e-04
3.320000e-07,-1.960000e-04
3.340000e-07,1.666667e-04
3.360000e-07,3.066667e-05
3.380000e-07,7.600000e-05
3.400000e-07,-1.466667e-05
3.420000e-07,-1.053333e-04
3.440000e-07,1.100000e-04
3.460000e-07,9.866666e-05
3.480000e-07,6.466667e-05
3.500000e-07,2.006667e-04
3.520000e-07,2.233333e-04
3.540000e-07,1.666667e-04
3.560000e-07,3.066667e-05
3.580000e-07,5.333333e-05
3.600000e-07,1.440000e-04
3.620000e-07,1.893333e-04
3.640000e-07,-7.133334e-05
3.660000e-07,9.866666e-05
3.680000e-07,7.600000e-05
3.700000e-07,9.866666e-05
3.720000e-07,5.333333e-05
3.740000e-07,1.553333e-04
3.760000e-07,-1.466667e-05
3.780000e-07,2.346667e-04
3.800000e-07,1.553333e-04
3.820000e-07,4.200000e-05
3.840000e-07,-1.280000e-04
3.860000e-07,2.233333e-04
3.880000e-07,1.933333e-05
3.900000e-07,1.780000e-04
3.920000e-07,1.213333e-04
3.940000e-07,6.466667e-05
3.960000e-07,8.733333e-05
3.980000e-07,1.100000e-04
4.000000e-07,-7.133334e-05
4.020000e-07,1.893333e-04
4.040000e-07,-7.133334e-05
4.060000e-07,-1.466667e-05
4.080000e-07,3.026667e-04
4.100000e-07,1.440000e-04
4.120000e-07,1.933333e-05
4.140000e-07,-1.280000e-04
4.160000e-07,-7.133334e-05
4.180000e-07,1.326667e-04
4.200000e-07,1.553333e-04
4.220000e-07,1.100000e-04
4.240000e-07,-1.393333e-04
4.260000e-07,1.213333e-04
4.280000e-07,1.553333e-04
4.300000e-07,1.933333e-05
4.320000e-07,-3.733333e-05
4.340000e-07,-3.333333e-06
4.360000e-07,1.553333e-04
4.380000e-07,3.253333e-04
4.400000e-07,1.893333e-04
4.420000e-07,6.466667e-05
4.440000e-07,-1.846667e-04
4.460000e-07,7.600000e-05
4.480000e-07,1.893333e-04
4.500000e-07,7.600000e-05
4.520000e-07,-2.073333e-04
4.540000e-07,-1.280000e-04
4.560000e-07,9.866666e-05
4.580000e-07,1.326667e-04
4.600000e-07,1.553333e-04
4.620000e-07,-2.526667e-04
4.640000e-07,-1.280000e-04
4.660000e-07,-7.133334e-05
4.680000e-07,2.233333e-04
4.700000e-07,1.893333e-04
4.720000e-07,-2.300000e-04
4.740000e-07,-2.600000e-05
4.760000e-07,7.600000e-05
4.780000e-07,5.633333e-04
4.800000e-07,4.200000e-05
4.820000e-07,8.733333e-05
4.840000e-07,-1.393333e-04
4.860000e-07,3.026667e-04
4.880000e-07,9.866666e-05
4.900000e-07,9.866666e-05
4.920000e-07,-1.846667e-04
4.940000e-07,5.333333e-05
4.960000e-07,1.440000e-04
4.980000e-07,1.666667e-04
5.000000e-07,-2.413333e-04
5.020000e-07,-1.466667e-05
5.040000e-07,1.100000e-04
5.060000e-07,3.253333e-04
5.080000e-07,1.326667e-04
5.100000e-07,-7.133334e-05
5.120000e-07,4.200000e-05
5.140000e-07,1.893333e-04
5.160000e-07,1.213333e-04
5.180000e-07,-1.466667e-05
5.200000e-07,-1.733333e-04
5.220000e-07,2.006667e-04
5.240000e-07,2.913333e-04
5.260000e-07,1.666667e-04
5.280000e-07,-6.000000e-05
5.300000e-07,-2.413333e-04
5.320000e-07,8.733333e-05
5.340000e-07,3.593333e-04
5.360000e-07,7.600000e-05
5.380000e-07,-9.400000e-05
5.400000e-07,1.100000e-04
5.420000e-07,5.333333e-05
5.440000e-07,1.100000e-04
5.460000e-07,3.066667e-05
5.480000e-07,3.066667e-05
5.500000e-07,-2.600000e-05
5.520000e-07,-1.846667e-04
5.540000e-07,1.100000e-04
5.560000e-07,1.326667e-04
5.580000e-07,1.213333e-04
5.600000e-07,-6.000000e-05
5.620000e-07,1.326667e-04
5.640000e-07,1.893333e-04
5.660000e-07,1.440000e-04
5.680000e-07,5.333333e-05
5.700000e-07,-8.266667e-05
5.720000e-07,-1.466667e-05
5.740000e-07,1.440000e-04
5.760000e-07,1.666667e-04
5.780000e-07,1.553333e-04
5.800000e-07,-1.846667e-04
5.820000e-07,4.200000e-05
5.840000e-07,1.100000e-04
5.860000e-07,1.326667e-04
5.880000e-07,1.893333e-04
5.900000e-07,-9.400000e-05
5.920000e-07,1.933333e-05
5.940000e-07,1.553333e-04
5.960000e-07,8.000000e-06
5.980000e-07,1.893333e-04
6.000000e-07,-3.733333e-05
6.020000e-07,2.120000e-04
6.040000e-07,-7.133334e-05
6.060000e-07,1.440000e-04
6.080000e-07,9.866666e-05
6.100000e-07,1.100000e-04
6.120000e-07,1.100000e-04
6.140000e-07,1.553333e-04
6.160000e-07,3.140000e-04
6.180000e-07,3.066667e-05
6.200000e-07,4.200000e-05
6.220000e-07,-8.266667e-05
6.240000e-07,1.553333e-04
6.260000e-07,1.666667e-04
6.280000e-07,-7.133334e-05
6.300000e-07,2.120000e-04
6.320000e-07,2.120000e-04
6.340000e-07,2.573333e-04
6.360000e-07,2.120000e-04
6.380000e-07,1.440000e-04
6.400000e-07,1.440000e-04
6.420000e-07,1.780000e-04
6.440000e-07,7.600000e-05
6.460000e-07,1.666667e-04
6.480000e-07,1.100000e-04
6.500000e-07,1.100000e-04
6.520000e-07,2.233333e-04
